IRG,accesses,reads,writes
9142,13,8,0
9143,9,7,0
9144,0,4,0
9145,16,16,0
9146,34,6,0
9147,2,0,0
9148,17,2,0
9149,0,1,0
9150,13,2,0
9151,1,2,0
9152,2,0,0
9153,10,0,0
9154,24,1,0
9155,3,0,0
9156,1,1,0
9157,9,1,0
9158,3,2,0
9159,9,0,0
9160,27,0,0
9161,12,0,0
9162,5,0,0
9163,2,0,0
9164,0,2,0
9165,4,1,0
9166,2,0,0
9167,1,1,0
9168,0,3,0
9170,6,1,0
9171,30,4,0
9172,3,1,0
9174,5,1,0
9175,8,2,0
9176,10,27,0
9177,3,1,0
9178,0,5,0
9179,0,3,0
9180,1,26,0
9181,20,2,0
9182,2,7,0
9183,4,17,0
9184,2,1,0
9185,11,9,0
9186,34,0,0
9187,3,0,0
9188,1,1,0
9189,0,6,0
9190,1,1,0
9191,3,1,0
9192,5,0,0
9193,3,0,0
9194,8,0,0
9195,3,5,0
9196,6,0,0
9197,0,1,0
9198,0,2,0
9199,3,0,0
9200,1,1,0
9201,0,1,0
9202,4,1,0
9203,0,1,0
9204,1,2,1
9205,0,1,0
9206,2,1,0
9207,2,0,0
9208,2,1,0
9209,6,0,0
9210,1,0,0
9213,1,0,0
9214,0,1,0
9215,0,1,0
9216,3,0,0
9217,2,0,0
9218,1,1,0
9220,1,2,0
9221,0,1,0
9222,1,1,0
9223,3,0,0
9224,1,0,0
9225,1,1,0
9226,1,1,0
9227,0,2,0
9228,0,1,0
9229,4,0,0
9230,1,0,0
9232,4,0,0
9234,2,1,0
9235,1,0,0
9236,2,1,0
9237,0,1,0
9239,1,0,0
9240,3,2,0
9242,2,3,0
9243,10,1,0
9245,1,2,0
9246,1,0,0
9247,4,0,0
9248,1,3,0
9249,13,0,0
9250,1,0,0
9251,3,0,0
9253,1,0,0
9254,2,1,0
9255,0,1,0
9256,6,0,0
9257,2,0,0
9259,1,2,0
9260,1,0,0
9261,2,0,0
9262,1,0,0
9263,1,1,0
9264,1,2,0
9266,0,1,0
9267,1,0,1
9268,1,2,0
9269,3,1,0
9270,4,6,0
9271,5,0,0
9272,0,8,0
9273,2,1,0
9274,1,9,1
9275,0,1,0
9276,4,0,0
9277,3,1,0
9278,0,1,0
9279,2,2,0
9280,2,1,0
9281,0,1,0
9282,2,0,0
9283,2,0,0
9284,1,1,0
9286,3,1,0
9287,0,1,0
9289,1,1,0
9290,1,0,0
9291,1,0,0
9292,0,1,0
9293,0,1,0
9294,0,17,0
9295,1,2,1
9296,1,1,0
9297,1,1,0
9298,3,0,0
9299,3,0,0
9302,1,6,0
9304,2,0,1
9305,1,1,0
9306,0,1,0
9307,2,0,0
9308,4,0,0
9309,0,1,0
9310,1,0,0
9311,2,0,0
9312,6,3,0
9313,5,0,0
9314,0,2,0
9315,0,4,0
9316,2,0,0
9317,1,1,0
9318,1,1,0
9319,2,1,0
9320,4,22,0
9322,3,0,0
9323,1,0,0
9324,3,2,0
9325,3,0,0
9326,1,1,0
9327,6,0,0
9328,3,1,0
9329,5,1,0
9330,3,1,0
9331,2,1,0
9332,2,6,0
9333,3,1,0
9334,6,2,0
9335,2,0,0
9336,4,5,0
9337,1,1,0
9339,5,0,0
9340,1,1,0
9341,2,16,0
9342,2,0,0
9343,1,6,0
9344,1,2,0
9346,1,0,0
9347,0,1,0
9348,1,2,0
9349,0,1,0
9350,3,0,0
9351,0,3,0
9352,3,0,0
9353,2,0,0
9354,5,2,0
9355,0,1,0
9356,1,1,0
9357,2,0,0
9358,16,0,0
9360,5,0,0
9361,2,0,0
9362,1,2,0
9363,2,2,0
9364,2,0,0
9365,3,0,0
9367,0,1,0
9368,5,0,0
9369,3,0,0
9370,7,0,0
9371,5,1,0
9372,2,6,0
9373,3,0,0
9374,7,0,0
9375,2,0,0
9376,1,0,0
9377,2,2,0
9378,6,0,0
9379,1,3,0
9380,1,0,0
9381,1,0,0
9382,1,2,0
9383,2,0,0
9384,0,1,0
9385,7,2,0
9387,1,0,0
9388,0,5,0
9389,16,1,0
9390,1,0,0
9391,1,1,0
9392,0,1,0
9393,1,0,0
9394,18,0,0
9395,1,1,0
9396,1,1,0
9397,0,2,0
9399,4,1,0
9400,16,1,0
9401,1,7,0
9402,9,1,0
9403,2,6,0
9404,1,3,0
9406,0,1,0
9407,6,0,0
9408,1,0,0
9410,1,0,0
9411,3,1,0
9412,1,2,0
9414,0,1,0
9415,0,1,0
9416,0,2,0
9417,8,7,0
9418,2,1,0
9419,1,1,0
9420,0,2,0
9421,1,0,0
9422,1,1,0
9423,5,1,0
9424,1,0,1
9425,2,0,0
9426,2,4,0
9427,1,0,0
9428,2,4,0
9429,2,0,1
9430,1,16,0
9431,1,2,0
9432,2,0,0
9433,6,17,0
9434,1,1,1
9435,1,2,0
9436,3,0,0
9437,1,2,0
9438,0,1,0
9439,5,1,0
9440,1,0,0
9441,1,1,0
9442,1,0,0
9445,1,1,0
9446,1,1,0
9447,10,1,0
9448,21,0,0
9449,16,0,0
9450,2,2,0
9451,0,1,0
9452,3,0,0
9453,2,0,0
9454,17,1,0
9455,6,2,0
9456,0,2,0
9457,0,1,0
9458,3,0,0
9459,2,1,0
9460,3,2,0
9462,0,1,0
9464,5,0,0
9465,1,2,0
9466,1,0,0
9467,13,4,2
9468,0,1,0
9469,2,9,0
9470,0,1,0
9471,1,14,0
9472,1,0,0
9473,2,0,0
9474,2,0,0
9475,1,2,0
9476,1,0,0
9477,1,1,0
9479,2,1,0
9480,3,6,0
9481,5,1,0
9482,5,5,0
9483,2,0,0
9484,0,2,0
9485,1,0,0
9486,1,2,0
9487,0,2,0
9488,5,3,0
9489,0,18,0
9491,0,2,0
9492,7,2,0
9493,2,5,0
9494,1,5,0
9495,0,6,0
9496,1,2,0
9498,15,1,0
9500,0,2,0
9502,1,3,1
9503,2,1,0
9504,0,1,0
9505,0,1,0
9506,2,1,1
9507,0,1,0
9508,0,14,0
9509,1,0,0
9510,0,5,0
9511,1,11,0
9512,2,0,0
9513,1,1,0
9514,2,0,0
9516,0,2,0
9517,3,1,0
9518,3,0,0
9520,5,3,0
9521,0,1,0
9522,3,0,0
9523,2,3,0
9524,8,0,0
9525,0,4,0
9526,2,0,0
9528,0,1,0
9529,0,1,0
9530,1,0,0
9531,17,1,0
9532,16,0,0
9534,1,0,0
9535,7,0,0
9536,5,0,0
9537,7,2,0
9539,3,3,0
9540,1,3,0
9541,2,4,0
9542,17,0,0
9543,0,18,0
9544,31,0,0
9545,4,6,0
9546,33,3,0
9547,1,1,0
9548,1,10,0
9549,3,4,0
9550,0,17,0
9551,1,7,0
9552,0,11,0
9553,1,6,0
9554,10,3,0
9555,0,1,0
9556,1,1,0
9557,7,0,0
9558,1,12,0
9559,1,1,0
9560,1,0,0
9561,3,1,0
9562,1,1,0
9563,0,3,0
9564,18,1,0
9565,2,2,0
9566,1,0,0
9567,3,1,0
9568,1,2,0
9569,15,2,0
9570,1,0,0
9571,0,1,0
9572,1,2,0
9573,2,1,0
9574,1,1,0
9575,16,1,0
9576,0,1,0
9577,2,1,1
9578,1,1,0
9579,1,1,0
9580,1,1,0
9582,1,0,0
9583,0,2,0
9584,1,0,0
9585,18,3,0
9586,2,1,0
9587,1,1,0
9588,2,2,0
9589,11,1,0
9591,2,2,0
9592,3,0,0
9593,2,0,0
9594,17,0,0
9595,4,0,0
9596,17,2,0
9597,17,0,0
9598,0,1,0
9599,2,2,0
9600,1,1,0
9601,0,1,0
9602,1,0,1
9603,3,1,0
9604,1,6,0
9605,2,0,0
9607,4,0,0
9608,0,1,0
9609,16,0,0
9611,1,2,0
9612,42,5,0
9613,8,0,1
9614,13,1,0
9615,1,12,0
9616,1,0,0
9617,0,1,0
9618,2,2,0
9620,1,1,0
9621,5,1,0
9622,2,3,0
9623,0,1,0
9624,1,0,0
9625,5,3,0
9626,0,3,0
9627,0,1,0
9629,1,1,0
9630,16,1,0
9631,0,6,0
9632,1,3,0
9633,1,2,0
9634,0,16,0
9635,2,0,0
9636,0,26,0
9637,5,5,0
9638,21,2,0
9639,1,0,0
9640,4,1,0
9641,0,37,0
9642,2,1,0
9643,4,1,0
9644,3,1,0
9645,2,0,0
9646,0,3,0
9647,2,0,0
9648,2,1,0
9649,2,1,0
9650,1,1,0
9651,1,6,0
9652,2,4,0
9653,1,18,0
9654,17,2,0
9655,1,0,0
9656,28,0,0
9657,2,3,0
9658,6,4,0
9659,1,1,0
9660,19,5,0
9661,2,2,0
9662,5,0,0
9663,5,10,0
9664,2,3,0
9665,3,2,0
9666,10,17,0
9667,1,2,0
9668,1,9,0
9669,2,17,0
9670,1,0,0
9671,2,1,0
9672,13,16,0
9673,1,2,0
9674,2,1,0
9675,1,0,0
9676,2,1,0
9677,1,1,0
9678,9,3,0
9679,2,3,0
9680,0,17,0
9681,3,3,0
9682,1,3,0
9683,2,0,0
9684,0,1,0
9688,1,0,0
9689,2,0,0
9691,0,2,0
9693,3,0,0
9694,0,2,0
9695,3,1,0
9696,1,0,0
9697,0,1,0
9698,2,1,0
9700,1,1,0
9701,1,0,0
9702,1,4,0
9703,17,1,0
9705,0,1,0
9706,3,0,0
9707,2,1,0
9709,0,2,0
9710,0,1,0
9711,1,0,0
9712,0,0,1
9713,3,0,0
9714,3,0,0
9715,1,0,0
9716,1,0,0
9717,0,1,0
9718,0,1,0
9719,0,2,0
9720,1,7,0
9721,3,0,0
9722,2,0,0
9723,1,0,0
9725,0,10,1
9727,2,1,0
9728,18,0,0
9729,11,1,0
9730,2,0,0
9731,1,0,0
9733,3,0,0
9734,6,1,0
9735,1,0,0
9736,3,0,0
9737,0,1,0
9738,3,2,1
9739,1,0,0
9740,0,2,0
9741,1,2,0
9742,2,0,0
9743,0,2,0
9744,1,2,0
9745,1,2,1
9746,1,2,0
9747,1,1,0
9748,1,1,0
9749,5,1,0
9750,12,2,0
9751,21,0,0
9752,3,0,0
9753,1,5,0
9754,1,0,0
9755,1,0,0
9756,2,1,0
9758,3,0,0
9759,2,0,0
9761,6,2,0
9762,1,1,0
9763,9,2,0
9764,1,0,0
9765,4,0,0
9766,0,1,0
9767,1,2,0
9769,1,0,0
9772,2,0,0
9774,8,2,1
9775,0,2,0
9776,2,0,0
9777,1,1,0
9778,1,0,0
9779,2,1,0
9780,3,0,0
9781,1,0,0
9782,4,1,0
9783,1,15,0
9784,0,1,0
9785,1,0,0
9786,2,1,0
9787,1,2,0
9788,2,20,0
9789,0,19,0
9790,1,19,0
9791,4,5,0
9792,4,1,0
9793,2,0,0
9794,2,0,0
9796,19,0,0
9797,16,0,0
9798,16,1,0
9800,11,0,0
9801,0,1,0
9802,6,0,0
9803,0,1,0
9804,1,1,0
9805,5,0,0
9806,4,0,0
9807,1,1,0
9810,1,1,0
9812,17,4,0
9813,17,0,0
9814,1,0,0
9815,0,1,0
9816,15,0,0
9817,27,1,0
9818,6,1,0
9819,5,2,0
9820,3,3,0
9821,1,2,0
9822,2,10,1
9823,1,13,0
9824,1,20,0
9825,0,4,0
9826,1,23,0
9827,0,5,0
9828,17,8,0
9829,0,3,0
9830,1,8,0
9831,1,5,0
9832,1,0,0
9833,1,0,0
9834,1,0,0
9835,2,1,0
9836,0,4,0
9837,22,2,0
9838,6,5,0
9839,0,1,0
9840,0,7,0
9841,2,4,0
9843,1,2,0
9844,5,3,0
9845,0,1,0
9846,3,16,0
9847,12,0,0
9848,1,0,0
9849,3,1,0
9850,1,5,0
9851,18,4,0
9852,0,2,0
9853,1,26,0
9854,0,26,0
9855,17,21,0
9856,1,5,0
9857,2,0,0
9858,0,7,0
9859,0,5,1
9860,0,8,0
9861,1,1,0
9862,1,1,0
9863,4,0,0
9864,1,3,0
9865,3,1,0
9866,2,4,0
9867,2,1,1
9868,2,2,0
9870,1,1,0
9871,18,0,0
9872,5,1,0
9873,1,1,0
9874,2,2,0
9875,16,0,0
9876,2,2,0
9877,7,0,0
9878,1,0,0
9879,1,1,0
9881,1,1,0
9882,1,1,0
9883,1,10,0
9884,3,2,0
9885,0,17,0
9886,0,5,0
9887,1,8,0
9888,1,1,0
9889,1,0,0
9890,1,1,0
9893,0,2,0
9894,1,2,0
9895,0,1,0
9896,1,2,0
9897,1,1,0
9898,1,1,0
9899,1,1,0
9900,2,4,0
9901,0,4,0
9902,2,3,0
9903,0,16,0
9904,0,5,0
9905,2,0,0
9906,0,5,0
9907,6,1,0
9908,3,1,0
9909,5,31,0
9910,0,1,0
9911,0,19,0
9912,2,3,0
9913,0,15,0
9914,2,4,0
9915,1,3,0
9916,1,2,0
9917,0,1,0
9918,1,0,0
9919,3,1,0
9920,2,0,0
9921,1,3,0
9922,0,3,0
9923,0,2,0
9924,3,23,0
9925,0,1,0
9926,6,13,0
9927,1,3,0
9928,2,8,0
9929,0,4,0
9930,0,2,0
9931,2,32,0
9932,0,2,0
9933,0,5,0
9934,0,1,0
9935,3,2,0
9936,0,5,0
9937,0,1,0
9938,1,7,0
9940,8,0,0
9944,5,1,0
9946,1,2,0
9947,1,0,0
9948,2,1,0
9949,2,0,0
9951,1,2,0
9953,1,0,0
9954,1,1,0
9955,0,2,0
9956,2,0,0
9957,1,0,0
9958,0,5,0
9959,1,1,0
9961,0,1,0
9962,0,1,0
9963,0,16,0
9964,1,0,0
9965,1,2,0
9966,1,0,0
9967,0,3,0
9968,1,29,0
9969,0,2,0
9970,1,14,0
9971,1,3,0
9972,0,2,0
9973,2,0,0
9974,1,5,0
9975,0,7,0
9976,1,4,0
9977,0,9,0
9978,0,2,0
9979,7,4,0
9980,0,8,0
9981,3,4,0
9982,3,3,0
9983,7,1,0
9984,11,0,0
9985,1,1,0
9986,9,0,0
9987,7,5,0
9988,0,1,0
9989,1,5,0
9990,3,4,0
9991,1,1,0
9992,3,2,0
9993,0,15,0
9994,1,8,0
9995,4,3,0
9996,1,0,0
9997,0,1,0
9998,1,1,0
9999,1,5,1
10001,0,3,0
10002,2,1,0
10005,0,3,0
10006,0,1,0
10007,0,1,0
10008,2,2,0
10009,1,5,0
10010,3,3,0
10011,3,1,0
10012,0,2,0
10013,0,2,0
10015,0,3,0
10016,1,3,0
10018,0,3,0
10019,0,5,0
10020,16,0,0
10021,1,2,0
10022,1,1,0
10024,2,1,0
10025,1,2,0
10026,1,3,0
10027,2,1,0
10028,1,0,0
10030,0,1,0
10033,1,0,0
10035,0,1,0
10036,2,0,0
10037,3,0,0
10038,0,4,0
10039,0,1,0
10040,0,3,0
10041,1,2,0
10042,0,1,0
10043,0,2,0
10044,1,0,0
10045,1,4,0
10046,1,0,0
10047,0,10,0
10048,1,1,0
10049,1,0,0
10050,0,1,0
10051,2,1,0
10052,1,1,0
10053,0,2,0
10054,2,0,0
10055,0,3,0
10056,8,0,0
10057,0,4,0
10059,3,3,0
10060,0,4,0
10061,1,1,0
10062,0,16,0
10063,2,2,0
10064,10,2,0
10065,1,1,0
10066,8,0,0
10067,2,2,0
10068,0,4,0
10069,1,0,0
10070,4,2,0
10071,0,2,0
10072,4,0,0
10073,1,4,0
10074,1,0,2
10076,1,0,0
10077,1,0,0
10078,0,1,0
10080,4,0,0
10081,0,1,0
10082,1,2,0
10083,1,6,0
10084,2,1,0
10085,1,6,0
10086,0,1,0
10087,1,0,0
10088,0,17,0
10089,0,1,0
10090,1,3,0
10092,1,17,0
10093,7,0,0
10094,2,0,0
10095,0,1,0
10097,1,0,0
10098,3,16,0
10099,9,2,0
10100,1,1,0
10102,1,0,1
10103,0,3,0
10106,0,1,0
10107,0,1,0
10108,0,1,0
10109,1,2,0
10110,0,6,0
10111,1,0,0
10112,3,2,0
10114,2,1,0
10115,1,1,0
10116,0,1,0
10117,6,1,0
10118,2,12,0
10119,0,1,0
10120,0,3,1
10121,0,4,0
10122,15,8,0
10123,0,18,0
10124,11,3,0
10125,2,0,1
10126,1,0,0
10127,1,22,0
10128,12,5,0
10129,2,2,0
10130,2,3,0
10131,5,1,0
10132,16,0,0
10133,1,1,0
10134,0,1,0
10135,1,0,0
10136,0,1,0
10137,1,0,0
10140,1,2,0
10141,0,4,1
10143,0,8,0
10144,1,0,0
10145,1,45,0
10146,0,22,0
10147,0,1,0
10148,1,15,1
10149,0,18,0
10150,0,3,0
10151,2,0,0
10152,1,3,0
10153,0,3,0
10154,1,6,0
10155,0,1,0
10156,0,1,0
10157,18,1,0
10158,1,1,0
10159,2,1,0
10160,2,6,0
10161,1,17,0
10162,0,1,0
10163,2,0,0
10164,1,2,0
10165,0,2,0
10166,1,0,0
10167,1,1,0
10168,2,0,0
10169,3,10,0
10170,1,0,0
10172,0,1,0
10173,0,2,0
10174,0,1,0
10175,1,1,0
10176,0,1,0
10177,3,3,0
10178,9,0,1
10179,1,0,0
10180,0,4,0
10181,0,3,0
10182,1,1,0
10183,0,16,0
10184,4,1,0
10187,0,5,0
10188,3,8,0
10189,4,3,0
10190,5,6,0
10191,0,11,0
10192,9,0,0
10193,2,2,0
10194,0,4,0
10195,0,21,0
10196,2,0,0
10198,1,1,0
10199,0,1,0
10200,1,1,0
10201,3,2,0
10202,2,4,0
10203,0,16,0
10204,0,18,0
10205,0,12,0
10206,0,15,0
10207,0,2,0
10208,3,4,0
10209,8,0,0
10210,0,1,0
10211,0,18,0
10212,1,1,0
10213,1,1,0
10214,4,2,0
10215,1,2,0
10216,1,0,0
10217,16,0,0
10220,0,3,0
10221,2,4,0
10222,0,5,0
10223,1,0,0
10224,16,1,0
10225,3,1,0
10226,2,0,0
10227,0,1,0
10228,0,6,0
10229,2,1,0
10230,0,1,0
10231,0,1,0
10232,10,0,0
10233,1,1,0
10235,1,1,0
10237,1,1,0
10239,2,1,0
10241,0,0,1
10242,1,2,0
10244,4,1,0
10246,1,17,0
10247,1,1,0
10249,2,0,0
10250,14,0,0
10254,1,1,0
10255,1,0,0
10256,1,1,0
10257,0,2,0
10258,1,1,0
10259,1,1,0
10264,6,1,0
10265,2,8,0
10266,2,0,0
10267,2,11,0
10268,1,24,0
10269,0,9,0
10270,1,1,0
10271,0,2,0
10272,4,5,0
10273,0,1,0
10274,1,2,0
10275,2,1,0
10276,0,4,0
10277,4,4,0
10278,0,19,0
10279,1,0,0
10280,6,0,0
10281,2,4,0
10282,0,1,0
10283,1,0,0
10284,1,2,0
10285,19,1,0
10286,1,5,0
10287,1,0,0
10288,10,6,0
10289,6,1,0
10290,0,17,0
10291,0,4,0
10292,1,17,0
10293,1,2,0
10294,0,1,0
10295,2,16,0
10296,17,1,0
10298,0,1,0
10299,0,2,0
10300,0,1,0
10302,2,0,0
10303,2,0,0
10304,2,0,0
10305,2,0,0
10306,0,2,0
10308,2,1,0
10309,0,1,0
10310,2,0,0
10311,2,0,0
10312,6,1,0
10313,1,1,0
10314,3,1,0
10316,1,0,0
10318,2,0,0
10320,1,0,0
10321,0,0,1
10322,1,16,0
10323,16,0,0
10324,2,1,0
10325,0,1,0
10326,1,1,0
10327,16,0,0
10328,3,0,0
10329,2,2,0
10330,2,1,0
10331,0,1,0
10332,17,0,0
10333,1,17,0
10334,3,2,0
10335,9,0,0
10337,0,1,0
10338,4,17,0
10339,1,4,0
10340,1,5,0
10341,5,18,0
10342,2,7,0
10343,0,11,0
10344,0,4,0
10345,0,3,0
10346,4,2,0
10347,1,2,0
10348,1,0,1
10349,5,1,0
10350,0,3,0
10351,1,35,0
10352,2,0,0
10353,4,0,0
10354,5,0,0
10355,14,1,0
10356,17,0,0
10357,13,3,0
10358,1,1,0
10359,1,1,0
10360,1,0,0
10361,1,0,0
10362,0,1,0
10363,8,4,0
10364,0,2,0
10365,2,1,0
10366,6,1,0
10367,1,1,0
10368,4,0,0
10369,1,0,0
10370,1,1,0
10371,1,2,0
10372,1,2,0
10373,1,1,1
10374,5,2,0
10375,2,0,0
10376,3,2,0
10377,13,1,0
10378,0,1,0
10379,1,1,0
10380,4,0,0
10381,0,1,0
10382,1,0,0
10383,0,1,1
10384,1,1,0
10385,0,4,0
10386,0,2,0
10387,0,1,0
10388,1,2,1
10389,1,1,0
10390,0,2,0
10391,1,2,0
10392,8,5,0
10393,1,0,0
10394,2,1,0
10395,0,2,0
10396,14,0,0
10397,29,1,0
10398,1,2,0
10399,0,5,0
10400,0,4,0
10401,1,0,0
10402,2,9,0
10403,1,1,0
10404,0,1,0
10405,0,1,0
10407,2,0,0
10408,4,2,0
10409,2,4,0
10410,2,11,0
10411,2,1,0
10412,1,1,0
10413,3,0,0
10414,0,1,0
10415,0,1,0
10417,1,3,0
10418,2,1,0
10419,3,4,0
10420,0,1,0
10423,1,2,0
10424,1,1,0
10425,2,2,0
10426,0,3,0
10427,1,0,0
10428,1,1,0
10429,1,1,0
10430,2,0,0
10431,0,1,0
10432,3,1,1
10433,2,0,0
10434,0,2,0
10435,0,1,0
10436,0,1,0
10437,0,2,0
10438,0,1,0
10439,2,0,0
10440,1,2,0
10441,3,0,0
10442,1,6,0
10443,5,0,0
10444,0,26,0
10445,2,4,0
10446,3,6,0
10447,17,3,0
10448,1,1,0
10449,1,0,0
10450,1,0,0
10455,7,0,0
10456,1,1,0
10459,19,0,0
10460,5,2,0
10461,1,1,0
10462,1,0,0
10463,1,1,0
10464,13,0,0
10465,22,0,0
10466,2,4,0
10467,0,2,0
10468,1,0,0
10469,3,0,0
10470,2,1,0
10471,2,1,0
10472,2,0,1
10473,18,0,0
10474,1,0,0
10475,3,0,0
10476,5,0,0
10477,4,2,0
10478,16,0,0
10479,3,1,0
10481,1,1,0
10482,0,2,0
10483,1,2,0
10485,3,2,0
10486,4,11,0
10487,2,0,0
10488,1,2,0
10489,2,0,0
10490,2,3,0
10491,1,0,0
10492,7,2,0
10493,17,0,0
10494,0,1,0
10495,2,0,0
10496,1,1,0
10498,1,2,0
10499,1,21,0
10501,1,17,0
10502,0,16,0
10503,1,1,0
10504,1,2,0
10505,0,3,0
10506,1,2,0
10508,2,0,0
10509,2,6,0
10510,0,6,0
10511,0,3,0
10512,0,1,0
10513,1,0,0
10514,2,2,0
10516,2,0,0
10518,2,0,0
10519,1,17,0
10520,1,0,0
10521,8,0,0
10522,1,16,0
10523,0,2,0
10525,2,1,0
10526,0,17,0
10527,2,4,0
10529,2,1,0
10530,5,1,0
10531,0,2,0
10532,1,0,0
10533,0,1,0
10535,4,1,0
10536,1,15,0
10537,4,3,0
10538,1,6,0
10539,1,10,1
10540,0,5,0
10541,1,2,0
10542,0,2,0
10543,6,1,0
10544,2,10,0
10545,1,1,0
10546,1,0,0
10547,2,3,0
10548,2,1,0
10549,3,2,0
10551,6,2,0
10552,1,0,0
10553,2,2,0
10554,1,17,0
10555,0,0,4
10556,2,0,1
10557,3,2,0
10558,4,8,0
10559,8,1,0
10560,0,1,0
10561,7,1,0
10562,3,19,0
10563,1,5,0
10564,8,0,0
10565,13,18,0
10566,0,4,0
10567,0,3,0
10568,1,17,0
10569,0,5,0
10571,1,2,0
10572,2,1,0
10573,2,1,1
10574,0,1,0
10575,4,0,0
10576,3,1,0
10577,0,1,0
10578,1,11,0
10579,0,1,0
10580,0,2,0
10581,1,2,0
10582,7,37,0
10583,4,14,0
10584,2,29,0
10585,1,41,0
10586,2,2,0
10587,0,1,0
10588,2,1,1
10589,1,1,0
10592,4,0,0
10593,1,2,0
10594,5,10,0
10595,2,0,0
10596,1,2,0
10597,1,0,0
10598,11,0,0
10599,0,2,0
10600,8,1,0
10601,8,1,0
10602,2,0,0
10603,1,16,0
10604,16,3,0
10605,16,1,0
10607,1,1,0
10608,0,1,1
10609,0,3,0
10611,15,0,0
10612,0,1,0
10613,2,0,0
10614,2,0,0
10615,2,0,0
10616,3,1,0
10617,16,1,0
10620,18,0,0
10621,2,3,0
10622,3,0,0
10623,20,0,0
10624,1,0,0
10626,3,2,0
10627,0,8,0
10628,0,1,0
10630,1,1,0
10631,3,3,0
10633,2,0,0
10634,1,1,0
10635,5,0,0
10637,1,0,0
10639,1,0,0
10640,1,0,0
10641,0,1,0
10642,0,1,0
10644,0,4,0
10645,11,2,0
10646,1,0,0
10647,16,0,0
10648,1,1,0
10649,6,11,0
10650,21,1,0
10651,3,7,0
10652,1,1,0
10653,2,2,0
10654,4,0,0
10655,2,2,0
10656,3,2,0
10657,5,3,0
10658,4,1,0
10659,5,1,0
10660,6,0,0
10661,2,1,0
10662,1,17,0
10663,3,25,0
10664,4,4,0
10665,8,7,0
10666,3,11,0
10667,0,3,0
10668,17,1,0
10669,1,2,0
10670,1,29,0
10671,1,3,0
10672,0,3,0
10674,1,2,0
10675,0,1,0
10676,1,2,0
10677,2,2,0
10678,1,3,0
10679,8,3,0
10680,8,0,0
10681,9,2,1
10682,9,1,0
10683,5,0,0
10684,10,3,0
10685,3,1,0
10686,3,1,0
10687,1,5,0
10688,6,2,0
10689,2,0,0
10690,4,3,0
10691,3,2,0
10692,2,1,0
10693,2,1,0
10694,1,6,0
10695,1,4,0
10696,0,3,0
10697,2,1,0
10698,2,1,0
10699,1,0,0
10700,1,2,0
10701,3,35,0
10702,0,5,0
10703,1,11,1
10704,2,10,0
10705,2,7,0
10706,3,13,0
10707,17,5,0
10708,1,0,0
10709,8,1,0
10710,1,4,0
10711,0,1,0
10712,2,7,0
10713,0,2,0
10714,0,2,0
10715,1,15,0
10716,1,4,0
10717,0,1,0
10718,1,2,0
10719,1,0,0
10720,0,2,0
10721,0,47,1
10722,0,1,0
10723,0,1,0
10724,0,2,1
10725,0,1,0
10726,1,3,0
10727,1,1,0
10731,1,0,0
10732,0,1,0
10733,1,2,0
10735,2,0,0
10736,1,1,0
10737,0,16,0
10740,1,1,0
10741,0,1,0
10742,1,0,0
10743,3,0,0
10745,2,0,0
10746,0,0,1
10747,1,0,0
10748,1,0,0
10749,0,1,0
10751,1,0,0
10752,1,0,0
10753,0,2,0
10754,0,2,0
10758,0,1,0
10759,1,2,0
10760,2,1,0
10761,1,1,0
10762,1,2,0
10763,0,1,0
10768,0,3,0
10769,0,2,0
10770,2,1,0
10771,1,0,0
10772,0,1,0
10773,2,0,0
10774,0,1,0
10775,0,1,0
10777,1,2,0
10778,1,1,0
10779,0,2,0
10780,0,3,0
10783,1,1,0
10784,1,0,0
10785,1,0,0
10786,1,1,0
10788,2,0,0
10789,0,2,0
10790,1,1,0
10791,2,0,0
10792,1,3,0
10793,0,1,0
10795,0,0,1
10796,0,5,0
10797,2,2,0
10798,0,5,0
10799,0,1,0
10800,1,1,0
10801,0,1,0
10803,1,0,0
10804,1,1,0
10807,1,5,0
10808,1,1,0
10810,0,3,0
10811,5,4,0
10812,1,16,0
10813,1,7,0
10814,1,0,0
10815,0,1,0
10816,6,0,0
10817,2,0,0
10818,0,1,0
10819,0,9,0
10820,2,1,0
10821,0,10,0
10822,17,4,0
10823,2,6,0
10824,17,1,0
10825,4,0,0
10826,5,0,0
10827,0,1,0
10828,19,11,0
10829,20,1,0
10830,47,10,0
10831,1,17,0
10832,16,1,0
10833,1,23,0
10834,3,1,0
10835,1,2,0
10836,7,2,0
10837,2,1,0
10838,1,2,0
10839,6,4,0
10840,1,0,0
10841,1,0,0
10842,1,1,0
10843,2,2,0
10844,4,1,0
10845,2,0,0
10846,1,0,1
10847,2,16,0
10848,0,1,0
10850,0,1,0
10851,0,1,0
10852,12,2,0
10853,1,1,0
10854,3,3,0
10855,0,1,0
10856,6,2,0
10857,15,4,0
10859,1,1,0
10860,1,1,0
10861,2,0,0
10862,1,0,0
10863,3,2,0
10865,0,1,0
10866,2,1,0
10867,1,1,0
10868,3,0,0
10869,16,0,0
10870,1,0,0
10871,6,0,0
10872,0,3,0
10873,1,0,0
10875,1,2,0
10876,8,0,0
10877,3,1,0
10878,12,0,0
10879,0,1,0
10880,2,0,0
10881,32,0,0
10882,1,1,0
10883,17,0,0
10884,31,0,0
10885,30,0,0
10886,17,4,0
10887,25,0,6
10888,3,1,0
10889,0,1,0
10890,2,2,0
