IRG,accesses,reads,writes
12707,2,0,2
12708,1,2,0
12709,1,4,4
12710,6,2,1
12711,6,2,0
12712,2,2,0
12713,3,2,2
12714,1,1,0
12715,2,1,0
12716,2,2,1
12717,1,1,1
12718,2,2,1
12719,2,1,0
12720,4,1,1
12721,2,2,1
12722,1,2,2
12723,5,0,2
12724,1,0,0
12725,3,1,0
12726,3,3,2
12727,4,1,0
12728,4,2,1
12729,1,0,3
12730,5,1,1
12731,4,2,3
12732,4,5,1
12733,3,1,0
12734,2,0,0
12735,5,4,4
12736,0,2,2
12737,4,3,1
12738,7,2,3
12739,8,1,0
12740,5,1,1
12741,7,1,1
12742,2,2,0
12743,7,1,0
12744,1,1,2
12745,3,0,0
12746,3,2,4
12747,1,1,3
12748,0,0,1
12749,2,0,1
12750,2,2,3
12751,1,1,1
12752,2,1,0
12753,3,3,2
12754,1,3,3
12755,3,0,0
12756,1,0,0
12757,0,0,1
12758,2,1,3
12759,4,1,1
12760,4,0,1
12761,2,1,0
12762,1,0,1
12763,1,4,2
12764,4,0,2
12765,2,1,1
12766,3,2,6
12767,5,0,0
12768,2,0,1
12769,2,1,1
12770,5,1,0
12771,4,2,1
12772,2,2,1
12773,4,0,0
12774,2,1,0
12775,0,0,1
12776,0,0,1
12777,3,2,4
12778,4,1,5
12779,3,1,0
12780,4,2,3
12781,1,1,1
12782,2,0,0
12783,2,1,1
12784,0,2,3
12785,2,2,2
12786,1,0,3
12787,2,1,2
12788,4,3,3
12789,4,1,1
12790,2,0,6
12791,3,1,1
12792,3,0,0
12793,4,1,0
12794,5,4,1
12795,1,2,0
12796,2,4,4
12797,7,1,0
12798,1,1,0
12799,2,3,1
12800,3,0,1
12801,3,1,2
12802,6,3,3
12803,3,0,1
12804,4,2,0
12805,4,2,1
12806,4,0,0
12807,3,2,0
12808,5,3,2
12809,6,1,0
12810,5,1,3
12811,2,2,1
12812,2,3,3
12813,1,1,2
12814,4,0,0
12815,4,1,2
12816,3,2,3
12817,4,2,0
12818,3,2,1
12819,0,3,1
12820,1,1,1
12821,2,0,6
12822,5,0,4
12823,4,1,0
12824,5,2,0
12825,4,1,0
12826,7,0,1
12827,3,1,0
12828,3,0,2
12829,1,1,2
12830,4,0,1
12831,2,0,2
12832,5,1,0
12833,4,1,0
12834,2,0,2
12835,2,1,0
12836,1,5,1
12837,1,0,2
12838,3,2,2
12839,1,1,1
12840,0,1,1
12841,3,1,4
12842,2,2,2
12843,3,1,1
12844,1,2,1
12845,1,1,3
12846,2,0,0
12847,2,1,0
12848,4,2,2
12849,0,1,1
12850,2,3,2
12851,3,5,1
12852,2,1,0
12853,3,1,5
12854,4,2,4
12855,2,2,1
12856,3,1,1
12857,5,1,1
12858,1,1,5
12859,0,2,2
12860,3,1,2
12861,5,0,0
12862,2,2,1
12863,2,1,0
12864,4,1,2
12865,2,2,1
12866,3,1,2
12867,2,0,3
12868,0,1,1
12869,4,0,0
12870,2,1,2
12871,5,2,1
12872,1,0,2
12873,0,0,4
12874,1,1,2
12876,5,1,2
12877,2,0,1
12878,1,0,0
12879,3,0,2
12880,0,0,1
12881,0,2,3
12882,1,0,1
12883,1,1,2
12884,5,0,0
12885,2,3,0
12886,1,2,4
12887,3,1,1
12888,1,1,0
12889,3,2,2
12890,3,0,1
12891,4,2,0
12892,3,1,1
12893,4,1,1
12894,4,0,0
12895,2,1,0
12896,2,0,2
12897,1,2,3
12898,4,0,2
12899,2,1,0
12900,2,1,1
12901,7,0,0
12902,3,1,1
12903,2,4,4
12904,1,3,0
12905,3,0,2
12906,2,0,1
12907,4,1,1
12908,0,3,0
12909,2,1,1
12910,3,0,5
12911,4,0,2
12912,1,0,0
12913,1,1,1
12914,4,2,0
12915,1,2,0
12916,2,1,1
12917,3,1,1
12918,1,2,0
12919,7,0,0
12920,4,2,0
12921,1,0,2
12922,4,3,3
12923,4,0,1
12924,1,1,1
12925,3,0,1
12926,3,1,1
12927,1,2,1
12928,5,2,0
12929,0,0,1
12930,2,0,2
12931,3,5,2
12932,8,0,2
12933,4,0,1
12934,4,2,3
12935,4,2,2
12936,3,1,2
12938,4,2,3
12939,5,1,0
12940,2,3,1
12941,1,2,2
12942,4,0,2
12943,3,3,3
12944,4,3,1
12945,1,3,2
12946,1,3,0
12947,3,1,1
12948,3,1,3
12949,2,1,0
12950,2,0,2
12951,1,1,2
12952,3,1,3
12953,1,1,1
12954,6,1,2
12955,1,1,1
12956,2,0,2
12957,2,2,3
12958,4,1,0
12959,2,2,1
12960,2,2,0
12961,4,0,2
12962,3,0,2
12963,4,0,1
12964,3,1,0
12965,4,1,4
12966,2,1,2
12967,5,0,2
12968,4,1,0
12969,2,1,0
12970,7,0,0
12971,2,0,1
12972,5,1,2
12973,3,2,1
12974,3,1,1
12975,2,4,3
12976,4,3,2
12977,4,2,0
12978,1,0,1
12979,5,0,3
12980,1,1,1
12981,1,0,0
12982,1,3,0
12983,1,2,0
12984,3,2,0
12985,3,0,1
12986,5,2,0
12987,3,0,0
12988,0,1,1
12989,2,2,2
12990,3,1,1
12991,2,1,3
12992,4,1,3
12993,3,2,2
12994,4,1,3
12995,6,4,1
12996,3,0,1
12997,3,2,4
12998,3,2,2
12999,0,1,0
13000,7,1,0
13001,2,2,3
13002,4,0,1
13003,2,0,1
13004,1,0,3
13005,0,2,0
13006,4,1,2
13007,3,0,0
13008,2,0,4
13009,4,1,4
13010,1,2,3
13011,4,3,1
13012,2,0,1
13013,5,2,1
13014,3,1,1
13015,6,2,1
13016,3,5,1
13017,3,0,1
13018,2,3,2
13019,0,0,3
13020,4,1,0
13021,1,2,4
13022,1,1,5
13023,0,2,2
13024,0,2,2
13025,1,2,2
13026,4,1,1
13027,3,1,1
13028,5,0,0
13029,7,5,2
13030,4,3,1
13031,2,3,2
13032,3,2,1
13033,1,1,1
13034,3,4,1
13035,4,0,0
13036,4,3,2
13037,4,0,2
13038,7,0,5
13039,5,0,4
13040,6,3,1
13041,6,3,2
13042,1,0,2
13043,0,0,3
13044,3,8,3
13045,2,1,1
13046,3,0,1
13047,4,0,1
13048,4,2,2
13049,3,1,1
13050,3,2,5
13051,2,0,1
13052,1,0,2
13053,3,1,3
13054,5,2,1
13055,2,1,1
13056,2,0,1
13057,2,1,1
13058,2,0,2
13059,0,1,1
13060,1,3,0
13061,3,1,2
13062,1,2,2
13063,1,1,2
13064,2,2,4
13065,2,3,0
13066,3,2,0
13067,1,0,2
13068,2,0,2
13069,2,1,0
13070,3,1,1
13071,2,3,2
13072,1,4,0
13073,1,0,2
13074,1,3,1
13075,3,0,1
13076,0,1,2
13077,2,0,3
13078,4,0,4
13079,4,1,2
13080,6,2,1
13081,3,2,3
13082,4,1,1
13083,1,3,0
13084,4,2,1
13085,3,3,0
13086,1,1,1
13087,1,0,3
13088,1,2,0
13089,5,2,0
13090,5,0,0
13091,2,2,2
13092,3,1,1
13093,1,1,1
13094,5,1,2
13095,2,1,1
13096,0,1,3
13097,2,1,0
13098,7,2,5
13099,0,1,0
13100,3,1,0
13101,6,2,2
13102,1,1,3
13103,2,2,2
13104,6,2,2
13105,5,6,1
13106,2,1,0
13107,4,2,0
13108,3,3,1
13109,2,1,1
13110,8,4,1
13111,3,0,0
13112,2,1,2
13113,2,0,2
13114,2,0,2
13115,1,0,0
13116,1,1,0
13117,0,1,1
13118,1,3,1
13119,2,1,3
13120,3,3,1
13121,2,2,0
13122,0,0,1
13123,2,3,1
13124,4,4,1
13125,5,1,1
13126,0,2,0
13127,3,0,3
13128,3,0,2
13129,0,1,1
13130,4,3,3
13131,4,0,1
13132,1,1,3
13133,1,2,0
13134,2,2,0
13135,3,1,0
13136,3,2,4
13137,1,1,0
13138,3,1,0
13139,4,2,1
13140,4,3,0
13141,4,2,0
13142,2,1,1
13143,2,1,0
13144,5,1,2
13145,2,4,1
13146,4,1,0
13147,5,2,3
13148,2,0,0
13149,4,1,0
13150,3,0,1
13151,5,2,3
13152,1,1,1
13153,7,1,1
13154,3,0,3
13155,3,1,1
13156,4,1,0
13157,3,0,1
13158,5,4,1
13159,5,0,0
13160,0,2,1
13161,3,2,1
13162,3,0,1
13163,2,1,3
13164,1,0,0
13165,3,1,1
13166,4,1,0
13167,1,1,2
13168,4,1,0
13169,1,1,0
13170,2,1,0
13171,2,1,1
13172,3,1,3
13173,4,1,2
13174,2,3,0
13175,3,3,2
13176,1,0,2
13177,2,1,0
13178,3,0,1
13179,1,0,2
13180,3,2,0
13181,3,1,3
13182,2,2,3
13183,4,0,0
13184,4,1,0
13185,1,0,4
13186,3,5,0
13187,3,1,1
13188,2,4,1
13189,4,2,2
13190,3,0,0
13191,2,2,0
13192,1,1,1
13193,5,0,2
13194,5,1,0
13195,1,2,0
13196,2,1,2
13197,1,1,3
13198,3,0,0
13199,6,1,1
13200,3,3,3
13201,2,1,0
13202,5,0,1
13203,3,2,1
13204,4,3,2
13205,5,2,0
13206,3,1,2
13207,3,2,3
13208,2,1,3
13209,4,2,5
13210,3,2,1
13211,5,0,0
13212,3,1,3
13213,2,1,2
13214,3,0,4
13215,5,0,3
13216,4,0,0
13217,1,1,2
13218,2,3,1
13219,1,1,3
13220,4,1,1
13221,6,1,1
13222,2,1,0
13223,1,3,1
13224,1,1,2
13225,3,2,1
13226,1,1,3
13227,2,1,4
13228,3,2,3
13229,3,2,1
13230,3,1,2
13231,2,3,2
13232,4,2,1
13233,2,0,2
13234,2,1,1
13235,3,1,5
13236,6,1,1
13237,0,1,1
13238,0,0,3
13239,0,0,1
13240,2,2,1
13241,1,1,0
13242,3,2,2
13243,6,0,0
13244,2,1,0
13245,7,1,1
13246,6,1,2
13247,7,1,1
13248,5,2,2
13249,2,1,0
13250,6,1,1
13251,6,1,3
13252,3,1,3
13253,0,0,4
13254,3,2,2
13255,4,0,3
13256,6,0,2
13257,1,1,2
13258,2,2,2
13259,2,0,1
13260,5,0,1
13261,2,0,0
13262,1,2,3
13263,2,0,5
13264,4,1,0
13265,2,2,1
13266,4,4,2
13267,2,2,2
13268,5,1,2
13269,6,1,4
13270,4,1,1
13271,4,0,2
13272,3,3,3
13273,3,1,2
13274,3,1,1
13275,2,1,4
13276,2,2,2
13277,2,1,0
13278,5,0,3
13279,3,1,1
13280,2,2,3
13281,2,1,2
13282,2,1,2
13283,3,0,1
13284,5,2,2
13285,2,0,0
13286,1,1,1
13287,4,1,3
13288,0,2,2
13289,3,1,3
13290,2,1,2
13291,3,3,2
13292,2,1,2
13293,4,1,3
13294,1,2,0
13295,2,4,3
13296,3,1,4
13297,4,0,1
13298,2,3,1
13299,4,0,1
13300,6,2,2
13301,1,2,1
13302,5,0,1
13303,4,0,2
13304,3,2,0
13305,2,2,2
13306,1,4,1
13307,2,2,0
13308,4,3,1
13309,5,2,4
13310,3,3,0
13311,1,2,0
13312,2,1,2
13313,1,1,0
13314,2,0,2
13315,2,2,2
13316,6,1,1
13317,3,2,2
13318,1,1,0
13319,5,1,0
13320,2,3,0
13321,5,0,1
13322,3,1,1
13323,2,0,1
13324,3,3,1
13325,4,0,1
13326,2,3,1
13327,2,0,2
13328,2,0,2
13329,5,1,0
13330,4,0,2
13331,3,2,3
13332,9,0,1
13333,1,1,1
13334,2,1,0
13335,0,5,1
13336,4,0,1
13337,1,1,1
13338,4,1,1
13339,4,1,2
13340,7,0,3
13341,7,0,2
13342,3,4,0
13343,5,2,0
13344,2,1,0
13345,2,0,3
13346,4,2,1
13347,3,0,3
13348,5,1,1
13349,2,1,1
13350,2,1,0
13351,4,1,1
13352,2,2,1
13353,10,1,2
13354,2,2,0
13355,2,2,1
13356,2,1,5
13357,4,0,0
13358,3,0,1
13359,2,1,4
13360,1,0,0
13361,0,1,3
13362,5,2,2
13363,5,0,3
13364,4,0,1
13365,3,0,4
13366,3,1,0
13367,2,3,0
13368,4,2,3
13369,2,1,0
13370,2,1,2
13371,2,1,2
13372,2,0,0
13373,5,0,3
13374,4,0,2
13375,5,2,0
13376,3,1,0
13377,3,2,1
13378,2,1,2
13379,4,1,2
13380,2,2,0
13381,4,1,3
13382,5,1,1
13383,2,1,2
13384,1,0,0
13385,3,0,0
13386,6,1,3
13387,2,1,3
13388,4,2,0
13389,5,0,3
13390,2,1,0
13391,4,0,2
13392,3,0,1
13393,5,2,2
13394,7,2,0
13395,4,1,1
13396,6,1,3
13397,0,3,3
13398,1,0,1
13399,3,2,1
13400,4,5,4
13401,2,0,3
13402,2,1,2
13403,1,1,0
13404,2,4,0
13405,2,0,3
13406,1,2,1
13407,3,0,0
13408,4,2,1
13409,0,1,1
13410,3,1,3
13411,3,2,2
13412,1,2,0
13413,6,1,2
13414,5,2,1
13415,4,2,2
13416,6,0,1
13417,1,0,4
13418,3,1,0
13419,6,1,2
13420,1,1,2
13421,2,5,1
13422,3,1,1
13423,4,0,2
13424,4,0,0
13425,4,0,0
13426,2,1,3
13427,5,2,0
13428,4,0,3
13429,1,3,2
13430,2,1,3
13431,3,0,2
13432,6,2,1
13433,0,1,1
13434,3,1,0
13435,2,3,1
13436,4,1,4
13437,2,0,0
13438,3,2,0
13439,1,1,3
13440,4,2,1
13441,4,1,0
13442,0,1,1
13443,2,0,2
13444,2,2,3
13445,3,1,0
13446,3,4,0
13447,5,1,6
13448,6,1,0
13449,2,2,0
13450,2,1,1
13451,2,1,1
13452,8,4,2
13453,3,2,2
13454,2,0,0
13455,2,2,1
13456,3,1,2
13457,4,0,2
13458,2,1,2
13459,3,1,4
13460,1,1,0
13461,2,1,1
13462,3,0,3
13463,2,0,6
13464,1,1,2
13465,3,1,1
13466,5,0,1
13467,2,2,1
13468,2,1,2
13469,2,2,0
13470,2,0,1
13471,2,2,0
13472,2,2,1
13473,4,1,0
13474,5,2,3
13475,1,1,0
13476,1,1,2
13477,2,1,3
13478,3,0,0
13479,1,1,2
13480,3,1,0
13481,3,3,0
13482,5,2,0
13483,4,0,4
13484,2,0,1
13485,1,1,1
13486,3,3,1
13487,0,1,3
13488,4,3,1
13489,1,1,0
13490,3,2,0
13491,2,0,1
13492,5,1,1
13493,5,2,3
13494,2,1,1
13495,1,2,1
13496,5,3,1
13497,2,2,2
13498,3,0,1
13499,4,3,0
13500,6,1,0
13501,2,2,2
13502,0,0,1
13503,4,4,1
13504,3,0,1
13505,0,2,2
13506,3,2,2
13507,3,3,1
13508,1,2,2
13509,3,2,0
13510,2,0,2
13511,1,2,1
13512,5,2,1
13513,4,0,0
13514,1,0,0
13515,3,1,1
13516,4,0,0
13517,1,1,3
13518,3,2,2
13519,1,0,3
13520,3,0,3
13521,4,1,1
13522,3,1,1
13523,3,0,1
13524,1,0,1
13525,4,2,1
13526,2,0,0
13527,3,2,1
13528,1,2,0
13529,3,1,4
13530,2,1,1
13531,1,3,1
13532,5,0,1
13533,5,0,1
13534,3,2,1
13535,6,3,1
13536,4,1,2
13537,2,3,2
13538,2,3,1
13539,2,1,1
13540,4,3,1
13541,1,2,3
13542,3,1,1
13543,6,2,1
13544,0,1,8
13545,6,2,0
13546,6,3,2
13547,1,0,3
13548,4,3,1
13549,1,2,1
13550,2,2,2
13551,4,2,1
13552,4,5,1
13553,3,2,0
13554,4,2,3
13555,5,1,0
13556,3,1,3
13557,3,2,1
13558,0,1,3
13559,4,0,1
13560,1,3,0
13561,2,0,0
13562,3,2,2
13563,1,2,2
13564,5,3,0
13565,0,3,2
13566,1,0,1
13567,2,0,2
13568,2,1,2
13569,2,3,2
13570,3,1,1
13571,4,2,2
13572,5,0,1
13573,2,0,2
13574,3,1,0
13575,0,2,4
13576,2,3,1
13577,2,0,1
13578,2,0,2
13579,2,2,1
13580,2,2,0
13581,2,0,2
13582,1,3,0
13583,2,0,0
13584,3,1,3
13585,1,3,2
13586,1,2,1
13587,1,0,3
13588,4,1,2
13589,3,0,0
13590,3,0,0
13591,1,1,2
13592,2,2,2
13593,1,1,3
13594,1,1,0
13595,3,1,1
13596,4,3,0
13598,6,0,1
13599,1,2,2
13600,2,1,0
13601,1,1,0
13602,1,1,3
13603,5,0,3
13604,5,1,2
13605,0,0,5
13606,4,2,2
13607,2,2,2
13608,2,1,2
13609,4,1,3
13610,1,2,0
13611,3,0,1
13612,3,1,0
13613,3,3,0
13614,2,0,2
13615,2,1,2
13616,2,2,3
13617,0,3,0
13618,0,1,3
13619,0,0,3
13620,4,0,0
13621,1,0,3
13622,2,1,1
13623,4,1,0
13624,2,2,2
13625,2,0,0
13626,7,1,2
13627,0,3,1
13628,2,0,1
13629,1,1,1
13630,1,2,1
13631,1,2,1
13632,2,2,2
13633,1,3,1
13634,2,0,3
13635,1,0,0
13636,1,2,1
13637,2,2,1
13638,4,0,1
13639,5,0,2
13640,1,3,2
13641,2,0,0
13642,1,1,0
13643,2,2,1
13644,6,1,0
13645,3,1,3
13646,4,0,0
13647,3,1,2
13648,2,0,2
13649,4,3,1
13650,2,3,0
13651,4,2,0
13652,0,1,2
13653,2,0,1
13654,1,1,0
13655,1,1,1
13656,3,2,1
13657,2,0,0
13658,4,3,2
13659,0,1,1
13660,1,1,0
13661,2,1,3
13662,4,2,1
13663,5,0,0
13664,1,0,1
13665,2,3,2
13666,5,2,0
13667,2,2,1
13668,2,2,0
13669,5,1,0
13670,3,0,0
13671,2,0,3
13672,5,2,1
13673,0,1,1
13674,4,3,0
13675,2,1,0
13676,3,1,1
13677,4,3,0
13678,3,4,0
13679,2,4,2
13680,4,0,1
13681,2,1,1
13682,1,1,3
13683,3,0,1
13684,5,2,3
13685,3,1,1
13686,3,0,1
13687,2,1,1
13688,1,0,0
13689,2,0,0
13690,3,1,0
13691,3,0,3
13692,5,0,2
13693,2,0,0
13694,1,1,2
13695,2,1,1
13696,3,1,0
13697,3,0,1
13698,1,1,0
13699,2,3,2
13700,1,2,1
13701,4,1,0
13702,5,1,2
13703,2,0,1
13704,2,0,1
13705,1,0,0
13706,3,2,1
13707,5,0,0
13708,3,1,1
13709,0,1,3
13710,2,1,2
13711,1,1,1
13712,1,3,0
13713,3,1,2
13714,4,1,1
13715,3,0,2
13716,2,2,3
13717,4,2,1
13718,1,0,1
13719,3,0,2
13720,4,1,1
13721,6,1,5
13722,1,0,2
13723,5,1,0
13724,2,2,1
13725,1,2,2
13726,2,2,1
13727,0,3,3
13728,2,0,3
13729,3,2,3
13730,3,1,2
13731,3,1,1
13732,4,2,0
13733,0,4,1
13734,4,0,2
13735,2,1,0
13736,1,1,1
13737,4,1,2
13738,5,1,3
13739,4,0,1
13740,4,0,2
13741,6,0,2
13742,0,1,1
13743,1,0,1
13744,2,0,2
13745,2,1,3
13746,2,1,1
13747,7,0,1
13748,2,0,2
13749,4,2,0
13750,0,2,1
13751,2,0,3
13752,1,0,2
13753,2,2,2
13754,4,1,1
13755,3,1,2
13756,4,1,0
13757,2,1,3
13758,4,1,1
13759,1,2,2
13760,7,1,1
13761,3,1,2
13762,5,1,0
13763,2,3,0
13764,1,0,1
13765,0,0,1
13766,4,0,4
13767,1,1,1
13768,6,1,1
13769,2,0,1
13770,7,1,1
13771,2,1,1
13772,1,0,1
13773,2,0,0
13774,5,2,0
13775,1,1,0
13776,3,3,1
13777,4,2,4
13778,3,1,0
13779,1,2,1
13780,2,0,3
13781,1,3,2
13782,2,2,4
13783,4,2,1
13784,2,1,1
13785,3,0,2
13786,4,0,0
13787,2,1,5
13788,1,2,2
13789,5,1,0
13790,5,0,1
13791,2,0,3
13792,2,3,0
13793,2,4,1
13794,6,1,0
13795,1,2,2
13796,0,3,0
13797,5,0,4
13798,0,5,1
13799,4,0,0
13800,2,2,1
13801,2,2,1
13802,4,0,2
13803,3,1,0
13804,5,0,3
13805,4,1,0
13806,1,0,0
13807,3,2,0
13808,2,0,2
13809,4,1,0
13810,3,2,1
13811,3,1,1
13812,4,1,1
13813,2,4,5
13814,3,1,2
13815,7,2,1
13816,5,3,2
13817,1,2,0
13818,1,2,3
13819,1,1,1
13820,3,1,0
13821,6,1,1
13822,3,5,2
13823,1,4,4
13824,1,0,1
13825,0,1,2
13826,4,1,2
13827,0,2,1
13828,2,1,1
13829,4,3,2
13830,2,0,1
13831,6,0,1
13832,1,1,0
13833,1,2,0
13834,4,0,2
13835,3,1,0
13836,1,0,2
13837,1,4,0
13838,4,2,3
13839,1,0,1
13840,8,2,0
13841,1,0,2
13842,1,6,4
13843,4,0,1
13844,1,1,0
13845,5,2,2
13846,2,0,1
13847,4,1,0
13848,2,1,1
13849,1,2,0
13850,3,0,1
13851,4,1,1
13852,2,1,1
13853,8,1,0
13854,3,1,1
13855,2,1,0
13856,1,1,0
13857,2,0,0
13858,2,0,0
13859,3,0,1
13860,0,2,1
13861,6,2,3
13862,5,3,0
13863,5,1,1
13864,2,1,1
13865,3,1,0
13866,4,3,4
13867,0,1,0
13868,2,0,4
13869,2,0,1
13870,2,3,0
13871,3,2,3
13872,5,1,1
13873,3,0,3
13874,2,2,2
13875,4,1,2
13876,1,2,1
13877,0,2,0
13878,5,1,2
13879,4,2,0
13880,2,1,0
13881,4,0,1
13882,3,0,3
13883,1,1,0
13884,2,0,2
13885,2,2,2
13886,3,0,2
13887,2,0,0
13888,3,4,1
13889,1,0,0
13890,1,2,1
13891,2,1,1
13892,3,0,1
13893,2,0,2
13894,8,3,3
13895,1,1,1
13896,2,1,1
13897,2,2,2
13898,2,3,1
13899,4,0,0
13900,6,1,0
13901,4,4,2
13902,4,0,2
13903,4,2,0
13904,2,2,1
13905,3,2,2
13906,6,0,2
13907,5,2,2
13908,3,2,0
13909,1,0,2
13910,2,4,2
13911,5,0,2
13912,1,0,0
13913,1,1,2
13914,1,5,2
13915,5,1,1
13916,5,0,0
13917,2,2,1
13918,3,0,1
13919,4,0,2
13920,3,1,1
13921,1,1,1
13922,1,0,1
13923,0,2,1
13924,7,0,1
13925,3,0,4
13926,1,0,2
13927,2,0,0
13928,3,2,2
13929,3,3,0
13930,2,2,0
13931,5,0,6
13932,7,5,0
13933,4,1,1
13934,4,1,0
13935,3,1,2
13936,4,2,1
13937,4,0,2
13938,1,2,0
13939,2,2,1
13940,4,3,2
13941,5,0,1
13942,2,0,2
13943,5,0,3
13944,5,1,0
13945,4,3,0
13946,3,2,0
13947,3,2,1
13948,0,2,3
13949,3,0,1
13950,2,2,0
13951,2,3,1
13952,2,1,2
13953,5,0,1
13954,5,1,0
13955,3,0,2
13956,3,1,2
13957,7,0,3
13958,6,5,5
13959,1,3,1
13960,4,2,3
13961,4,1,2
13962,5,0,0
13963,3,3,0
13964,0,1,0
13965,2,1,0
13966,0,2,1
13967,1,4,0
13968,2,1,4
13969,1,3,0
13970,4,1,0
13971,4,1,0
13972,4,0,1
13973,4,2,4
13974,1,2,2
13975,4,0,1
13976,2,1,2
13977,3,1,1
13978,1,2,0
13979,0,1,2
13980,3,2,1
13981,5,0,3
13982,2,1,1
13983,1,1,2
13984,4,0,1
13985,4,2,4
13986,7,0,1
13987,2,1,1
13988,1,0,0
13989,4,0,0
13990,3,2,1
13991,3,1,2
13992,3,2,1
13993,3,2,1
13994,3,1,1
13995,3,3,1
13996,3,2,1
13997,5,3,0
13998,3,0,0
13999,2,3,1
14000,1,3,2
14001,4,0,2
14002,6,0,1
14003,3,3,0
14004,1,2,1
14005,2,1,3
14006,2,2,1
14007,2,1,2
14008,1,2,1
14009,4,2,1
14010,5,0,1
14011,1,2,1
14012,2,2,1
14013,3,3,0
14014,5,2,0
14015,2,0,2
14016,0,3,1
14017,2,0,1
14018,5,1,3
14019,4,2,0
14020,2,1,1
14021,3,4,0
14022,0,0,2
14023,5,0,2
14024,5,0,1
14025,2,2,2
14026,2,0,2
14027,3,3,1
14028,8,0,1
14029,2,1,1
14030,3,2,1
14031,5,2,2
14032,2,1,1
14033,2,0,0
14034,3,0,1
14035,0,0,1
14036,3,1,2
14037,0,1,1
14038,1,1,2
14039,4,0,1
14040,6,2,2
14041,3,3,2
14042,2,0,1
14043,3,4,2
14044,3,1,1
14045,9,1,3
14046,2,1,1
14047,2,0,1
14048,3,2,2
14049,3,0,3
14050,6,0,2
14051,0,2,1
14052,3,2,1
14053,4,0,1
14054,4,3,1
14055,5,1,1
14056,2,1,0
14057,3,0,1
14058,3,2,0
14059,0,1,2
14060,9,0,1
14061,2,0,2
14062,2,0,2
14063,6,1,2
14064,3,1,0
14065,2,1,1
14066,3,1,0
14067,2,2,1
14068,4,1,1
14069,3,1,2
14070,4,0,2
14071,0,1,0
14072,1,0,0
14073,3,4,1
14074,1,6,2
14075,1,3,1
14076,3,0,1
14077,2,1,2
14078,4,0,2
14079,2,0,1
14080,0,2,0
14081,2,2,3
14082,1,2,1
14083,3,3,2
14084,3,3,1
14085,3,2,1
14086,2,3,0
14087,3,1,1
14088,4,2,0
14089,5,0,3
14090,4,1,3
14091,3,3,2
14092,3,1,1
14093,5,2,1
14094,2,1,3
14095,2,2,3
14096,4,4,1
14097,1,1,1
14098,4,0,0
14099,3,0,2
14100,5,0,2
14101,4,1,2
14102,4,3,3
14103,5,1,0
14104,2,2,3
14105,1,2,0
14106,2,1,1
14107,1,0,3
14108,2,3,0
14109,3,1,0
14110,2,0,1
14111,0,0,3
14112,3,4,2
14113,0,0,1
14114,8,1,0
14115,3,3,0
14116,2,1,1
14117,4,2,1
14118,3,1,3
14119,3,2,0
14120,2,2,0
14121,2,1,1
14122,4,2,3
14123,2,3,4
14124,4,3,0
14125,0,2,0
14126,1,0,1
14127,2,2,3
14128,3,1,2
14129,3,0,2
14130,4,0,1
14131,5,2,2
14132,1,3,2
14133,4,3,0
14135,1,2,2
14136,6,1,2
14137,2,3,2
14138,3,1,1
14139,3,2,3
14140,5,2,2
14141,6,0,3
14142,5,0,2
14143,4,1,1
14144,2,1,1
14145,1,0,2
14146,4,1,1
14147,1,0,2
14148,3,3,5
14149,4,1,2
14150,6,2,1
14151,2,1,2
14152,1,0,5
14153,2,0,1
14154,3,2,1
14155,5,1,2
14156,1,0,4
14157,2,0,0
14158,4,0,2
14159,3,1,0
14160,6,2,3
14161,2,0,5
14162,2,0,1
14163,4,1,0
14164,3,2,3
14165,1,1,2
14166,2,1,0
14167,5,0,1
14168,3,1,6
14169,1,1,2
14170,3,1,1
14171,1,0,1
14172,1,0,1
14173,3,1,2
14174,2,0,2
14175,3,2,4
14176,2,2,2
14177,4,1,1
14178,3,1,1
14179,1,1,2
14180,4,1,2
14181,4,0,0
14182,3,2,1
14183,6,0,2
14184,3,0,1
14185,3,1,0
14186,1,0,0
14187,4,1,1
14188,3,1,0
14189,1,0,2
14190,2,3,2
14191,3,0,1
14192,5,0,1
14193,3,3,1
14194,4,2,3
14195,3,0,1
14196,3,2,1
14197,4,1,3
14198,3,0,1
14199,5,1,0
14200,4,1,2
14201,4,2,2
14202,0,4,1
14203,1,1,2
14204,2,1,1
14205,5,1,2
14206,3,0,2
14207,0,3,0
14209,1,1,4
14210,3,0,0
14211,1,1,3
14212,3,0,0
14213,2,0,1
14214,1,2,1
14215,1,2,1
14216,2,1,1
14217,2,0,2
14218,2,1,2
14219,3,3,4
14220,3,3,3
14221,3,1,2
14222,2,1,0
14223,2,2,2
14224,1,3,2
14225,0,3,3
14226,1,3,1
14227,5,1,2
14228,5,1,4
14229,3,1,3
14230,3,2,1
14231,2,2,2
14232,6,4,0
14233,4,1,1
14234,3,3,2
14235,8,3,0
14236,1,0,7
14237,2,0,0
14238,1,1,3
14239,1,1,3
14240,2,1,0
14241,4,1,0
14242,0,4,1
14243,4,2,1
14244,5,2,0
14245,1,1,0
14246,3,4,1
14247,0,1,0
14248,5,1,2
14249,3,1,0
14250,2,2,1
14252,5,0,2
14253,1,0,2
14254,2,1,0
14255,3,1,1
14256,0,3,1
14257,2,2,2
14258,0,2,1
14259,2,0,2
14260,0,1,0
14261,3,0,0
14262,2,2,2
14263,5,3,0
14264,5,0,1
14265,3,0,1
14266,4,1,2
