in,per_rank,accesses,reads,writes
3125114,24,12,9,3
3125115,24,12,9,3
3125116,24,12,9,3
3125117,24,12,9,3
3125118,24,12,9,3
3125119,24,12,9,3
3125120,24,12,9,3
3125121,24,12,9,3
3125678,24,12,3,9
3125679,24,12,3,9
3125968,24,12,9,3
3125969,24,12,9,3
3125970,24,12,9,3
3125971,24,12,9,3
3125972,24,12,9,3
3125973,24,12,9,3
3125974,24,12,9,3
3125975,24,12,9,3
3125976,24,12,9,3
3125977,24,12,9,3
3126574,24,12,3,9
3126575,24,12,3,9
3126779,24,12,9,3
3126780,24,12,9,3
3126781,24,12,9,3
3126782,24,12,9,3
3126783,24,12,9,3
3126784,24,12,9,3
3126785,24,12,9,3
3126786,24,12,9,3
3126787,24,12,9,3
3126788,24,12,9,3
3126789,24,12,9,3
3126790,24,12,9,3
3126791,24,12,9,3
3126792,24,12,9,3
3126793,24,12,9,3
3128748,24,12,3,9
3128749,24,12,3,9
3128961,24,12,9,3
3128962,24,12,9,3
3128963,24,12,9,3
3128964,24,12,9,3
3128965,24,12,9,3
3128966,24,12,9,3
3128967,24,12,9,3
3128968,24,12,9,3
3128969,24,12,9,3
3128970,24,12,9,3
3128971,24,12,9,3
3128972,24,12,9,3
3128973,24,12,9,3
3128974,24,12,9,3
3128975,24,12,9,3
3280208,24,12,3,9
3280209,24,12,3,9
3280455,24,12,9,3
3280456,24,12,9,3
3280457,24,12,9,3
3280458,24,12,9,3
3280459,24,12,9,3
3280460,24,12,9,3
3280461,24,12,9,3
3280462,24,12,9,3
3280463,24,12,9,3
3280464,24,12,9,3
3280465,24,12,9,3
3280466,24,12,9,3
3280467,25,12,9,3
3280468,25,12,9,3
3280469,25,12,6,6
3281104,25,12,3,9
3281105,25,12,3,9
3281417,25,12,9,3
3281418,25,12,9,3
3281419,25,12,9,3
3281420,25,12,9,3
3281421,25,12,9,3
3281422,25,12,9,3
3281423,25,12,9,3
3281424,25,12,9,3
3281425,25,12,9,3
3281426,25,12,9,3
3281427,25,12,9,3
3281428,25,12,9,3
3281429,25,12,9,3
3281430,25,12,9,3
3282000,25,12,3,9
3282001,25,12,3,9
3282234,25,12,9,3
3282235,25,12,9,3
3282236,25,12,9,3
3282237,25,12,9,3
3283172,25,12,3,9
3283173,25,12,3,9
3283397,25,12,9,3
3283398,25,12,9,3
3283399,25,12,9,3
3283400,25,12,9,3
3283401,25,12,9,3
3283402,25,12,9,3
3283403,25,12,9,3
3283404,25,12,9,3
3283405,25,12,9,3
3283406,25,12,9,3
3283407,25,12,9,3
3283408,25,12,9,3
3283409,25,12,9,3
3284068,25,12,3,9
3284069,25,12,3,9
2648669,25,12,9,3
2649446,25,12,3,9
2649447,25,12,3,9
2649726,25,12,9,3
2649727,25,12,9,3
2649728,25,12,9,3
2649729,25,12,9,3
2649730,25,12,9,3
2649731,25,12,9,3
2649732,25,12,9,3
2649733,25,12,9,3
2649734,25,12,9,3
2649735,25,12,9,3
2649736,25,12,9,3
2649737,25,12,9,3
2649738,25,12,9,3
2649739,25,12,9,3
2650522,25,12,3,9
2650523,25,12,3,9
2650875,25,12,9,3
2650876,25,12,9,3
2650877,25,12,9,3
2650878,25,12,9,3
2650879,25,12,9,3
2650880,25,12,9,3
2650881,25,12,9,3
2650882,25,12,9,3
2650883,25,12,9,3
2652526,25,12,3,9
2652527,25,12,3,9
2652908,25,12,9,3
2652909,25,12,9,3
2652910,25,12,9,3
2652911,25,12,9,3
2652912,25,12,9,3
2652913,25,12,9,3
2652914,25,12,9,3
2652915,25,12,9,3
2652916,25,12,9,3
2652917,25,12,9,3
2652918,25,12,9,3
2652919,25,12,9,3
2652920,25,12,9,3
2652921,25,12,9,3
2652922,25,12,6,6
3240654,25,12,3,9
3240655,25,12,3,9
3240926,25,12,9,3
3240927,25,12,9,3
3240928,25,12,9,3
3240929,25,12,9,3
3240930,25,12,9,3
3240931,25,12,9,3
3240932,25,12,9,3
3240933,25,12,9,3
3240934,25,12,9,3
3240935,25,12,9,3
3240936,25,12,9,3
3240937,25,12,9,3
3240938,25,12,9,3
3240939,25,12,9,3
3240940,25,12,6,6
3241832,25,12,3,9
3241833,25,12,3,9
3242049,25,12,9,3
3242050,25,12,9,3
3242051,25,12,9,3
3242052,25,12,9,3
3242053,25,12,9,3
3242054,25,12,9,3
3242055,25,12,9,3
3242056,25,12,9,3
3242057,25,12,9,3
3242058,25,12,9,3
3242059,25,12,9,3
3242060,25,12,9,3
3242061,25,12,9,3
3242062,25,12,9,3
3242063,25,12,6,6
3243385,25,12,3,9
3243386,25,12,3,9
3243755,25,12,9,3
3243756,25,12,9,3
3243757,25,12,9,3
3243758,25,12,9,3
3243759,25,12,9,3
3243760,25,12,9,3
3243761,25,12,9,3
3243762,25,12,9,3
3243763,25,12,9,3
3243764,25,12,9,3
3243765,25,12,9,3
3243766,25,12,9,3
3243767,25,12,9,3
3243768,25,12,9,3
3244084,25,12,3,9
3244085,25,12,3,9
3244457,25,12,9,3
3244458,25,12,9,3
3244459,25,12,9,3
3244460,25,12,9,3
3244461,25,12,9,3
3244462,25,12,9,3
3244463,25,12,9,3
3244464,25,12,9,3
3244465,25,12,9,3
3244466,25,12,9,3
3244467,25,12,9,3
3244468,25,12,9,3
3244469,25,12,9,3
3244470,25,12,9,3
3244980,25,12,3,9
3244981,25,12,3,9
3245161,25,12,9,3
3245162,25,12,9,3
3245163,25,12,9,3
3245164,25,12,9,3
3245165,25,12,9,3
3245166,25,12,9,3
3245167,25,12,9,3
3245168,25,12,9,3
3245169,25,12,9,3
3245170,25,12,9,3
3245171,25,12,9,3
3245172,25,12,9,3
3245173,25,12,9,3
3245174,25,12,9,3
5146519,25,12,3,9
5146520,25,12,3,9
5146885,25,12,9,3
5146886,25,12,9,3
5146887,25,12,9,3
5146888,25,12,9,3
5146889,25,12,9,3
5146890,25,12,9,3
5146891,25,12,9,3
5146892,25,12,9,3
5146893,25,12,9,3
5146894,25,12,9,3
5146895,25,12,9,3
5146896,25,12,9,3
5146897,25,12,9,3
5146898,25,12,9,3
5146899,25,12,6,6
5147415,25,12,3,9
5147416,25,12,3,9
5147675,25,12,9,3
5147676,25,12,9,3
5147677,25,12,9,3
5147678,25,12,9,3
5147679,25,12,9,3
5147680,25,12,9,3
5147681,25,12,9,3
5147682,25,12,9,3
5147683,25,12,9,3
5147684,25,12,9,3
5147685,25,12,9,3
5147686,25,12,9,3
5147687,25,12,9,3
5147688,25,12,9,3
5148311,25,12,3,9
5148312,25,12,3,9
5148696,25,12,9,3
5148697,25,12,9,3
5148698,25,12,9,3
5148699,25,12,9,3
5148700,25,12,9,3
5148701,25,12,9,3
5148702,25,12,9,3
5148703,25,12,9,3
5148704,25,12,9,3
5148705,25,12,9,3
5148706,25,12,9,3
5148707,25,12,9,3
5148708,25,12,9,3
5148709,25,12,9,3
3241608,25,12,3,9
3241609,25,12,3,9
5899084,25,12,9,3
5899085,25,12,9,3
5899086,25,12,9,3
5899087,25,12,9,3
5899088,25,12,9,3
5899089,25,12,9,3
5899090,25,12,9,3
5899091,25,12,9,3
5899092,25,12,9,3
5899093,25,12,9,3
5899094,25,12,9,3
5900145,25,12,3,9
5900146,25,12,3,9
5900545,25,12,9,3
5900546,25,12,9,3
5900547,25,12,9,3
5900548,25,12,9,3
5900549,25,12,9,3
5900550,25,12,9,3
5900551,25,12,9,3
5900552,25,12,9,3
5900553,25,12,9,3
5900554,25,12,9,3
5900555,25,12,9,3
5900556,25,12,9,3
5900557,25,12,9,3
5900558,25,12,9,3
5900936,25,12,3,9
5900937,25,12,3,9
4337069,25,12,9,3
4337070,25,12,9,3
4337071,25,12,9,3
4337072,25,12,9,3
4337073,25,12,9,3
4337074,25,12,9,3
4337075,25,12,9,3
4337076,25,12,9,3
4337077,25,12,9,3
4337078,25,12,9,3
4337079,25,12,9,3
4337080,25,12,9,3
4337081,25,12,9,3
4337082,25,12,9,3
4337083,25,12,9,3
4339712,25,12,3,9
4339713,25,12,3,9
4339958,25,12,9,3
4339959,25,12,9,3
4339960,25,12,9,3
4339961,25,12,9,3
4339962,25,12,9,3
4339963,25,12,9,3
4339964,25,12,9,3
4339965,25,12,9,3
4339966,25,12,9,3
4339967,25,12,9,3
4339968,25,12,9,3
4339969,25,12,9,3
4339970,25,12,9,3
4339971,25,12,9,3
4339972,25,12,6,6
5150903,25,12,3,9
5150904,25,12,3,9
5151282,25,12,9,3
5151283,25,12,9,3
5151284,25,12,9,3
5151285,25,12,9,3
5151286,25,12,9,3
5151287,25,12,9,3
5151288,25,12,9,3
5151289,25,12,9,3
5151290,25,12,9,3
5151291,25,12,9,3
5151292,25,12,9,3
5151293,25,12,9,3
5151294,25,12,9,3
5151295,25,12,9,3
5151296,25,12,9,3
5151799,25,12,3,9
5151800,25,12,3,9
5152134,25,12,9,3
5152135,25,12,9,3
5152136,25,12,9,3
5152137,25,12,9,3
5152138,25,12,9,3
5152139,25,12,9,3
5152140,25,12,9,3
5152141,25,12,9,3
5152142,25,12,9,3
5152143,25,12,9,3
5152144,25,12,9,3
5152145,25,12,9,3
5152146,25,12,9,3
5152147,25,12,9,3
5152148,25,12,6,6
5152439,25,12,3,9
5152440,25,12,3,9
4297446,25,12,9,3
4297447,25,12,9,3
4297448,25,12,9,3
4299343,25,12,3,9
4299344,25,12,3,9
4299613,25,12,9,3
4299614,25,12,9,3
4299615,25,12,9,3
4299616,25,12,9,3
4299617,25,12,9,3
4299618,25,12,9,3
4299619,25,12,9,3
4299620,25,12,9,3
4299621,25,12,9,3
4299622,25,12,9,3
4299623,25,12,9,3
4299624,25,12,9,3
4299625,25,12,9,3
4299626,25,12,9,3
4300239,25,12,3,9
4300240,25,12,3,9
4300605,25,12,9,3
4300606,25,12,9,3
4300607,25,12,9,3
4300608,25,12,9,3
4300609,25,12,9,3
4300610,25,12,9,3
4300611,25,12,9,3
4300612,25,12,9,3
4300613,25,12,9,3
4300614,25,12,9,3
4300615,25,12,9,3
4300616,26,12,9,3
4300617,26,12,9,3
4300618,26,12,9,3
4301135,26,12,3,9
4301136,26,12,3,9
4301528,26,12,9,3
4301529,26,12,9,3
4301530,26,12,9,3
4301531,26,12,9,3
4301532,26,12,9,3
4301533,26,12,9,3
4301534,26,12,9,3
4301535,26,12,9,3
4301536,26,12,9,3
4301537,26,12,9,3
4301538,26,12,9,3
4301539,26,12,9,3
4301540,26,12,9,3
4301541,26,12,9,3
4301542,26,12,9,3
3316680,26,12,3,9
3316681,26,12,3,9
3316944,26,12,9,3
3316945,26,12,9,3
3316946,26,12,9,3
3316947,26,12,9,3
3316948,26,12,9,3
3316949,26,12,9,3
3316950,26,12,9,3
3316951,26,12,9,3
3316952,26,12,9,3
3316953,26,12,9,3
3316954,26,12,9,3
3316955,26,12,9,3
3316956,26,12,9,3
3316957,26,12,9,3
4297993,26,12,3,9
4297994,26,12,3,9
4337670,26,12,9,3
4337671,26,12,9,3
4337672,26,12,9,3
4337673,26,12,9,3
4337674,26,12,9,3
4337675,26,12,9,3
4337676,26,12,9,3
4337677,26,12,9,3
4337678,26,12,9,3
4337679,26,12,9,3
4337680,26,12,9,3
4337681,26,12,9,3
4337682,26,12,9,3
4337683,26,12,9,3
5898763,26,12,3,9
5898764,26,12,3,9
5149990,26,12,9,3
5149991,26,12,9,3
5149992,26,12,9,3
5149993,26,12,9,3
5149994,26,12,9,3
5149995,26,12,9,3
5149996,26,12,9,3
5149997,26,12,9,3
5149998,26,12,9,3
5150595,26,12,3,9
5150596,26,12,3,9
2576568,26,12,9,3
2576569,26,12,9,3
2576570,26,12,9,3
2576571,26,12,9,3
2576572,26,12,9,3
2576573,26,12,9,3
2576574,26,12,9,3
2576575,26,12,9,3
2576576,26,12,9,3
2576577,26,12,9,3
2576578,26,12,9,3
2576579,26,12,9,3
2576580,26,12,9,3
2576581,26,12,9,3
2576582,26,12,6,6
2577576,26,12,3,9
2577577,26,12,3,9
5843408,26,12,9,3
5843409,26,12,9,3
5843410,26,12,9,3
5843411,26,12,9,3
5843412,26,12,9,3
5843413,26,12,9,3
5843414,26,12,9,3
6495827,26,12,3,9
6495828,26,12,3,9
6496188,26,12,9,3
2696590,26,12,3,9
2696591,26,12,3,9
5824097,26,12,9,3
5824098,26,12,9,3
5824099,26,12,9,3
5824100,26,12,9,3
5824101,26,12,9,3
5824102,26,12,9,3
5824103,26,12,9,3
5824104,26,12,9,3
5824105,26,12,9,3
5824106,26,12,9,3
5824107,26,12,9,3
5824108,26,12,9,3
5824109,26,12,9,3
5824110,26,12,9,3
3936862,26,12,3,9
3936863,26,12,3,9
5824394,26,12,9,3
5824395,26,12,9,3
5824396,26,12,9,3
5824397,26,12,9,3
5824398,26,12,9,3
5824399,26,12,9,3
5824400,26,12,9,3
5824401,26,12,9,3
5824402,26,12,9,3
5824403,26,12,9,3
5824404,26,12,9,3
5824405,26,12,9,3
5824406,26,12,9,3
5824407,26,12,9,3
3821512,26,12,3,9
3821513,26,12,3,9
4262990,26,12,9,3
4262991,26,12,9,3
4262992,26,12,9,3
4262993,26,12,9,3
4262994,26,12,9,3
4262995,26,12,9,3
4262996,26,12,9,3
4262997,26,12,9,3
4262998,26,12,9,3
4262999,26,12,9,3
4263000,26,12,9,3
4263001,26,12,9,3
4263002,26,12,9,3
4263003,26,12,9,3
4263004,26,12,6,6
5536215,26,12,3,9
5536216,26,12,3,9
6035364,26,12,9,3
6035365,26,12,9,3
6035366,26,12,9,3
6035367,26,12,9,3
6035368,26,12,9,3
6035369,26,12,9,3
6035370,26,12,9,3
6035371,26,12,9,3
6035372,26,12,9,3
6035373,26,12,9,3
6035374,26,12,9,3
6035375,26,12,9,3
6035376,26,12,9,3
6035377,26,12,9,3
3975230,26,12,3,9
3975231,26,12,3,9
3706279,26,12,9,3
3706280,26,12,9,3
3706281,26,12,9,3
3706282,26,12,9,3
3706283,26,12,9,3
3706284,26,12,9,3
3706285,26,12,9,3
3706286,26,12,9,3
3706287,26,12,9,3
3706288,26,12,9,3
3706289,26,12,9,3
3706290,26,12,9,3
3706291,26,12,9,3
2224350,26,12,3,9
2224351,26,12,3,9
2224697,26,12,9,3
2224698,26,12,9,3
2224699,26,12,9,3
2224700,26,12,9,3
2224701,26,12,9,3
2224702,26,12,9,3
2224703,26,12,9,3
2224704,26,12,9,3
2224705,26,12,9,3
2224706,26,12,9,3
2224707,26,12,9,3
2224708,26,12,9,3
2224709,26,12,9,3
2224710,26,12,9,3
2283150,26,12,3,9
2283151,26,12,3,9
3514454,26,12,9,3
3514455,26,12,9,3
3514456,26,12,9,3
3514457,26,12,9,3
3514458,26,12,9,3
3514459,26,12,9,3
3514460,26,12,9,3
3514461,26,12,9,3
3514462,26,12,9,3
3514463,26,12,9,3
3514464,26,12,9,3
3514465,26,12,9,3
3514466,26,12,9,3
3514467,26,12,9,3
3514468,26,12,6,6
2361870,26,12,3,9
2361871,26,12,3,9
3109241,26,12,9,3
3109242,26,12,9,3
3109243,26,12,9,3
3109244,26,12,9,3
3109245,26,12,9,3
3109246,26,12,9,3
3109247,26,12,9,3
3109248,26,12,9,3
3109249,26,12,9,3
3109250,26,12,9,3
3109251,26,12,9,3
3109252,26,12,9,3
3109253,26,12,9,3
3109254,26,12,9,3
2204350,26,12,3,9
2204351,26,12,3,9
2204608,26,12,9,3
2204609,26,12,9,3
2204610,26,12,9,3
2204611,26,12,9,3
2204612,26,12,9,3
2204613,26,12,9,3
2204614,26,12,9,3
2204615,26,12,9,3
2204616,26,12,9,3
2204617,26,12,9,3
2204618,26,12,9,3
2204619,26,12,9,3
2204620,26,12,9,3
2204621,26,12,9,3
2204622,26,12,6,6
4032600,26,12,3,9
4032601,26,12,3,9
4032846,26,12,9,3
4032847,26,12,9,3
4032848,26,12,9,3
4032849,26,12,9,3
4032850,26,12,9,3
4032851,26,12,9,3
4032852,26,12,9,3
4032853,26,12,9,3
4032854,26,12,9,3
4032855,26,12,9,3
4032856,26,12,9,3
4032857,26,12,9,3
4032858,26,12,9,3
4032859,26,12,9,3
2322286,26,12,3,9
2322287,26,12,3,9
2322597,26,12,9,3
2322598,26,12,9,3
2322599,26,12,9,3
2322600,26,12,9,3
2322601,26,12,9,3
2322602,26,12,9,3
2322603,26,12,9,3
2322604,26,12,9,3
2322605,26,12,9,3
2322606,26,12,9,3
2322607,26,12,9,3
2322608,26,12,9,3
2322609,26,12,9,3
2322610,26,12,9,3
3725576,26,12,3,9
3725577,26,12,3,9
3783266,26,12,9,3
3783267,26,12,9,3
3783268,26,12,9,3
3783269,26,12,9,3
3783270,26,12,9,3
3783271,26,12,9,3
3783272,26,12,9,3
3783273,26,12,9,3
3783274,26,12,9,3
3783275,26,12,9,3
3783276,26,12,9,3
3783277,26,12,9,3
3783278,26,12,9,3
3783279,26,12,9,3
3783280,26,12,6,6
2499982,26,12,3,9
2499983,26,12,3,9
2500163,26,12,9,3
2500164,26,12,9,3
2500165,26,12,9,3
2500166,26,12,9,3
2500167,26,12,9,3
2500168,26,12,9,3
2500169,26,12,9,3
2500170,26,12,9,3
2500171,26,12,9,3
2500172,26,12,9,3
2500173,26,12,9,3
2500174,26,12,9,3
2500175,26,12,9,3
2500176,26,12,9,3
4186447,26,12,3,9
4186448,26,12,3,9
6284938,26,12,9,3
6284939,26,12,9,3
6284940,26,12,9,3
6284941,26,12,9,3
6284942,26,12,9,3
6284943,26,12,9,3
6284944,26,12,9,3
6284945,26,12,9,3
6284946,26,12,9,3
6284947,26,12,9,3
6284948,26,12,9,3
6284949,26,12,9,3
6284950,26,12,9,3
6284951,26,12,9,3
5919637,26,12,3,9
5919638,26,12,3,9
6975891,26,12,9,3
6975892,26,12,9,3
6975893,26,12,9,3
6975894,26,12,9,3
6975895,26,12,9,3
6975896,26,12,9,3
6975897,26,12,9,3
6975898,26,12,9,3
6975899,26,12,9,3
6975900,26,12,9,3
3936609,26,12,3,9
3936610,26,12,3,9
6630195,26,12,9,3
6630196,26,12,9,3
6630197,26,12,9,3
6630198,26,12,9,3
6630199,26,12,9,3
6630200,26,12,9,3
6630201,26,12,9,3
6630202,26,12,9,3
6630203,26,12,9,3
6630204,26,12,9,3
6630205,26,12,9,3
6630206,26,12,9,3
6630207,26,12,9,3
6630208,26,12,9,3
6399843,26,12,3,9
6399844,26,12,3,9
6400244,27,12,9,3
6400245,27,12,9,3
6400246,27,12,9,3
6400247,27,12,9,3
6400248,27,12,9,3
6400249,27,12,9,3
6400250,27,12,9,3
6400251,27,12,9,3
6400252,27,12,9,3
6400253,27,12,9,3
6400254,27,12,9,3
6400255,27,12,9,3
6400256,27,12,9,3
6400257,27,12,9,3
3206654,27,12,3,9
3206655,27,12,3,9
3206909,27,12,9,3
3206910,27,12,9,3
3206911,27,12,9,3
3206912,27,12,9,3
3206913,27,12,9,3
3206914,27,12,9,3
3206915,27,12,9,3
3206916,27,12,9,3
3206917,27,12,9,3
3206918,27,12,9,3
3206919,27,12,9,3
3206920,27,12,9,3
3206921,27,12,9,3
3206922,27,12,9,3
8094648,27,12,3,9
8094649,27,12,3,9
2911712,27,12,9,3
2911713,27,12,9,3
6342386,27,12,3,9
6342387,27,12,3,9
5190396,27,12,9,3
5190397,27,12,9,3
5190398,27,12,9,3
5190399,27,12,9,3
5190400,27,12,9,3
5190401,27,12,9,3
5190402,27,12,9,3
5190403,27,12,9,3
5190404,27,12,9,3
5190405,27,12,9,3
5190406,27,12,9,3
5190407,27,12,9,3
5190408,27,12,9,3
5190409,27,12,9,3
4013368,27,12,3,9
4013369,27,12,3,9
4013621,27,12,9,3
4013622,27,12,9,3
4013623,27,12,9,3
4013624,27,12,9,3
4013625,27,12,9,3
4013626,27,12,9,3
4013627,27,12,9,3
4013628,27,12,9,3
4013629,27,12,9,3
4013630,27,12,9,3
4013631,27,12,9,3
4013632,27,12,9,3
4013633,27,12,9,3
4013634,27,12,9,3
4013635,27,12,6,6
5689853,27,12,3,9
5689854,27,12,3,9
2263236,27,12,9,3
2263237,27,12,9,3
2263238,27,12,9,3
2263239,27,12,9,3
2263240,27,12,9,3
2263241,27,12,9,3
2263242,27,12,9,3
2263243,27,12,9,3
2263244,27,12,9,3
2263245,27,12,9,3
2263246,27,12,9,3
2263247,27,12,9,3
2263248,27,12,9,3
2263249,27,12,9,3
2263250,27,12,6,6
2341806,27,12,3,9
2341807,27,12,3,9
2342227,27,12,9,3
2342228,27,12,9,3
2342229,27,12,9,3
2342230,27,12,9,3
2342231,27,12,9,3
2342232,27,12,9,3
2342233,27,12,9,3
2342234,27,12,9,3
2342235,27,12,9,3
2911176,27,12,3,9
2911177,27,12,3,9
7167068,27,12,9,3
7167069,27,12,9,3
7167070,27,12,9,3
7167071,27,12,9,3
7167072,27,12,9,3
7167073,27,12,9,3
7167074,27,12,9,3
7167075,27,12,9,3
7167076,27,12,9,3
7167077,27,12,9,3
7167078,27,12,9,3
7167079,27,12,9,3
7167080,27,12,9,3
7167081,27,12,9,3
7129130,27,12,3,9
7129131,27,12,3,9
3226084,27,12,9,3
3226085,27,12,9,3
3226086,27,12,9,3
3226087,27,12,9,3
3226088,27,12,9,3
3226089,27,12,9,3
3226090,27,12,9,3
3226091,27,12,9,3
3226092,27,12,9,3
3226093,27,12,9,3
3226094,27,12,9,3
3226095,27,12,9,3
3226096,27,12,9,3
3226097,27,12,9,3
3226098,27,12,6,6
3226574,27,12,3,9
3226575,27,12,3,9
7014213,27,12,9,3
7014214,27,12,9,3
7014215,27,12,9,3
7014216,27,12,9,3
7014217,27,12,9,3
7014218,27,12,9,3
7014219,27,12,9,3
7014220,27,12,9,3
7014221,27,12,9,3
7014222,27,12,9,3
7014223,27,12,9,3
7771725,27,12,3,9
7771726,27,12,3,9
7772148,27,12,9,3
7772149,27,12,9,3
7772150,27,12,9,3
7772151,27,12,9,3
7772152,27,12,9,3
7772153,27,12,9,3
7772154,27,12,9,3
6073379,27,12,3,9
6073380,27,12,3,9
6073573,27,12,9,3
6073574,27,12,9,3
6073575,27,12,9,3
6073576,27,12,9,3
6073577,27,12,9,3
6073578,27,12,9,3
6073579,27,12,9,3
6073580,27,12,9,3
6073581,27,12,9,3
6073582,27,12,9,3
6073583,27,12,9,3
6073584,27,12,9,3
6073585,27,12,9,3
6073586,27,12,9,3
5363554,27,12,3,9
5363555,27,12,3,9
6150091,27,12,9,3
6150092,27,12,9,3
6150179,27,12,3,9
6150180,27,12,3,9
3668080,27,12,3,9
3668081,27,12,3,9
5401705,27,12,9,3
5401706,27,12,9,3
5401707,27,12,9,3
5401708,27,12,9,3
5401709,27,12,9,3
5401710,27,12,9,3
5401711,27,12,9,3
5401712,27,12,9,3
5401713,27,12,9,3
5401714,27,12,9,3
5401715,27,12,9,3
5401716,27,12,9,3
2964030,27,12,3,9
2964031,27,12,3,9
2085709,27,12,9,3
2085710,27,12,9,3
2085711,27,12,9,3
2085712,27,12,9,3
2085713,27,12,9,3
2085714,27,12,9,3
2085715,27,12,9,3
2085716,27,12,9,3
2085717,27,12,9,3
2085718,27,12,9,3
2085719,27,12,9,3
2085720,27,12,9,3
2085721,27,12,9,3
2085722,27,12,9,3
7013892,27,12,3,9
7013893,27,12,3,9
2086089,27,12,9,3
2086090,27,12,9,3
2086091,27,12,9,3
2086092,27,12,9,3
2086093,27,12,9,3
2086094,27,12,9,3
2086095,27,12,9,3
2086096,27,12,9,3
2086097,27,12,9,3
2086098,27,12,9,3
2086099,27,12,9,3
2086100,27,12,9,3
2086101,27,12,9,3
2086102,27,12,9,3
2086103,27,12,6,6
7933362,27,12,3,9
7933363,27,12,3,9
8066975,27,12,9,3
8066976,27,12,9,3
8066977,27,12,9,3
8066978,27,12,9,3
8066979,27,12,9,3
8066980,27,12,9,3
8066981,27,12,9,3
8066982,27,12,9,3
8066983,27,12,9,3
8066984,27,12,9,3
8066985,27,12,9,3
8066986,27,12,9,3
8066987,27,12,9,3
8066988,27,12,9,3
4147236,27,12,3,9
4147237,27,12,3,9
4147613,27,12,9,3
4147614,27,12,9,3
4147615,27,12,9,3
4147616,27,12,9,3
4147617,27,12,9,3
4147618,27,12,9,3
4147619,27,12,9,3
4147620,27,12,9,3
4147621,27,12,9,3
4147622,27,12,9,3
4147623,27,12,9,3
4147624,27,12,9,3
4147625,27,12,9,3
4147626,27,12,9,3
3495320,27,12,3,9
3495321,27,12,3,9
3571444,27,12,9,3
3571445,27,12,9,3
3571446,27,12,9,3
3571447,27,12,9,3
3571448,27,12,9,3
3571449,27,12,9,3
3571450,27,12,9,3
3571451,27,12,9,3
3571452,27,12,9,3
3571453,27,12,9,3
3571454,27,12,9,3
3571455,27,12,9,3
3571456,27,12,9,3
3571457,27,12,9,3
3917485,27,12,3,9
3917486,27,12,3,9
8214503,27,12,9,3
8214504,27,12,9,3
8214505,27,12,9,3
8214506,27,12,9,3
8214507,27,12,9,3
8214508,27,12,9,3
8214509,27,12,9,3
8214510,27,12,9,3
6783476,27,12,3,9
6783477,27,12,3,9
6783681,27,12,9,3
6783682,27,12,9,3
6783683,27,12,9,3
6783684,27,12,9,3
6783685,27,12,9,3
6783686,27,12,9,3
6783687,27,12,9,3
6783688,27,12,9,3
6783689,27,12,9,3
6783690,27,12,9,3
6783691,27,12,9,3
6783692,27,12,9,3
6783693,27,12,9,3
6783694,27,12,9,3
3187796,27,12,3,9
3187797,27,12,3,9
7971541,27,12,9,3
7971542,27,12,9,3
7971543,27,12,9,3
7971544,27,12,9,3
7971545,27,12,9,3
7971546,27,12,9,3
8694322,27,12,3,9
8694323,27,12,3,9
6130446,27,12,9,3
6130447,27,12,9,3
6130448,27,12,9,3
6130449,27,12,9,3
6130450,27,12,9,3
6130451,27,12,9,3
6130452,27,12,9,3
6130453,27,12,9,3
6130454,27,12,9,3
6130455,27,12,9,3
6130456,27,12,9,3
6130457,27,12,9,3
6130458,27,12,9,3
6130459,27,12,9,3
6419345,27,12,3,9
6419346,27,12,3,9
6783326,27,12,9,3
6783327,27,12,9,3
6783328,27,12,9,3
6783329,27,12,9,3
6783330,27,12,9,3
6783331,27,12,9,3
6783332,27,12,9,3
6783333,27,12,9,3
6783334,27,12,9,3
6783335,27,12,9,3
6783336,27,12,9,3
6783337,27,12,9,3
6783338,27,12,9,3
6783339,27,12,9,3
8067491,27,12,3,9
8067492,27,12,3,9
3476062,27,12,9,3
3476063,27,12,9,3
3476064,27,12,9,3
3476065,27,12,9,3
3476066,27,12,9,3
3476067,27,12,9,3
3476068,27,12,9,3
3476069,27,12,9,3
3476070,27,12,9,3
3476071,27,12,9,3
3476072,27,12,9,3
3476073,27,12,9,3
3476074,27,12,9,3
3476075,27,12,9,3
3476076,28,12,9,3
8157261,28,12,3,9
8157262,28,12,3,9
5766555,28,12,9,3
5766556,28,12,9,3
5766557,28,12,9,3
5766558,28,12,9,3
5766559,28,12,9,3
5766560,28,12,9,3
5766561,28,12,9,3
5766562,28,12,9,3
5766563,28,12,9,3
5766564,28,12,9,3
5766565,28,12,9,3
5766566,28,12,9,3
5766567,28,12,9,3
5766568,28,12,9,3
6380627,28,12,3,9
6380628,28,12,3,9
6380835,28,12,9,3
6380836,28,12,9,3
6380837,28,12,9,3
6380838,28,12,9,3
6380839,28,12,9,3
6380840,28,12,9,3
6380841,28,12,9,3
6380842,28,12,9,3
6380843,28,12,9,3
6380844,28,12,9,3
6380845,28,12,9,3
6380846,28,12,9,3
6380847,28,12,9,3
6380848,28,12,9,3
4051928,28,12,3,9
4051929,28,12,3,9
4090492,28,12,9,3
4090493,28,12,9,3
4090494,28,12,9,3
4090495,28,12,9,3
4090496,28,12,9,3
4090497,28,12,9,3
4090498,28,12,9,3
4090499,28,12,9,3
4090500,28,12,9,3
4090501,28,12,9,3
4090502,28,12,9,3
4090503,28,12,9,3
4090504,28,12,9,3
4090505,28,12,9,3
4090506,28,12,9,3
