in,per_rank,accesses,reads,writes
3331448,17,2,2,0
4755408,17,2,1,1
164664,17,2,1,1
442960,17,2,1,1
611128,17,2,1,1
365240,17,2,1,1
2755504,17,2,1,1
100008,17,2,2,0
182008,17,2,2,0
241056,17,2,2,0
167368,17,2,1,1
1908608,17,2,1,1
854256,17,2,1,1
1186976,17,2,1,1
395576,17,2,2,0
1279176,17,2,2,0
722904,17,2,2,0
1309704,17,2,2,0
2774344,17,2,2,0
303160,17,2,1,1
1433400,17,2,2,0
208384,17,2,0,2
1167056,17,2,1,1
1859664,17,2,1,1
255928,17,2,1,1
564776,17,2,1,1
449432,17,2,1,1
6477464,17,2,2,0
1495200,17,2,1,1
439824,17,2,1,1
572016,17,2,1,1
3019600,17,2,0,2
437432,17,2,1,1
97336,17,2,1,1
689680,17,2,2,0
2579096,17,2,2,0
396352,17,2,0,2
290864,17,2,2,0
620088,17,2,1,1
1383864,17,2,1,1
370536,17,2,1,1
88400,17,2,2,0
125920,17,2,1,1
86200,17,2,1,1
2532648,17,2,0,2
6131728,17,2,1,1
145112,17,2,0,2
5552040,17,2,1,1
178992,17,2,1,1
3089160,17,2,2,0
188696,17,2,0,2
1106488,17,2,1,1
448528,17,2,2,0
4744120,17,2,1,1
190168,17,2,1,1
738792,17,2,0,2
488176,17,2,2,0
325848,17,2,1,1
262640,17,2,0,2
406480,17,2,1,1
3800488,17,2,1,1
937792,17,2,2,0
664008,17,2,1,1
308152,17,2,0,2
301072,17,2,1,1
472112,17,2,1,1
230608,17,2,2,0
671680,17,2,2,0
1026480,17,2,1,1
598480,17,2,2,0
119240,17,2,2,0
1992488,17,2,1,1
258344,17,2,2,0
708664,17,2,2,0
430720,17,2,2,0
1396136,17,2,2,0
89416,17,2,1,1
5776240,17,2,2,0
183496,17,2,1,1
952160,17,2,0,2
162960,17,2,0,2
171112,17,2,1,1
581232,17,2,1,1
786952,17,2,1,1
234624,17,2,1,1
422720,17,2,1,1
2091944,17,2,0,2
385784,17,2,1,1
148952,17,2,0,2
384320,17,2,2,0
2354664,17,2,1,1
658728,17,2,2,0
2520264,17,2,2,0
936224,17,2,2,0
161504,17,2,1,1
255936,17,2,0,2
196832,17,2,0,2
184032,17,2,2,0
158816,17,2,0,2
573256,17,2,2,0
688736,17,2,2,0
2337312,17,2,1,1
520328,17,2,0,2
198784,17,2,2,0
361688,17,2,2,0
3004656,17,2,1,1
2649992,17,2,1,1
117920,17,2,2,0
3443784,17,2,1,1
4115240,17,2,2,0
1840232,17,2,0,2
456392,17,2,2,0
371744,17,2,0,2
685600,17,2,1,1
4650400,17,2,0,2
211160,17,2,1,1
387216,17,2,0,2
3670832,17,2,0,2
679416,17,2,2,0
175632,17,2,1,1
572840,17,2,1,1
1718128,17,2,0,2
1305144,17,2,1,1
90248,17,2,1,1
2085032,17,2,0,2
467200,17,2,1,1
6691416,17,2,2,0
765760,17,2,2,0
1580440,17,2,1,1
352720,17,2,1,1
178544,17,2,2,0
1756400,17,2,2,0
614712,17,2,2,0
477256,17,2,1,1
2509176,17,2,1,1
125352,17,2,1,1
3796008,17,2,2,0
5650424,17,2,2,0
1966472,17,2,1,1
1754448,17,2,2,0
855104,17,2,1,1
205400,17,2,1,1
967528,17,2,2,0
2283680,17,2,0,2
1194160,17,2,1,1
405968,17,2,2,0
208520,17,2,0,2
119280,17,2,2,0
352312,17,2,2,0
1964640,17,2,1,1
582768,17,2,0,2
498792,17,2,1,1
205800,17,2,1,1
782792,17,2,0,2
5605064,17,2,1,1
380528,17,2,1,1
4270608,17,2,0,2
1806760,17,2,2,0
234864,17,2,1,1
89592,17,2,0,2
4083232,17,2,0,2
753816,17,2,2,0
6455384,17,2,0,2
577552,17,2,0,2
168616,17,2,1,1
764600,17,2,1,1
1062024,17,2,1,1
762984,17,2,1,1
3949344,17,2,1,1
2270232,17,2,1,1
303560,17,2,0,2
414000,17,2,0,2
793776,17,2,2,0
692240,17,2,1,1
4706408,17,2,1,1
1038472,17,2,1,1
937568,17,2,2,0
466232,17,2,1,1
389688,17,2,0,2
2095664,17,2,2,0
579464,17,2,1,1
2990744,17,2,1,1
939360,17,2,1,1
646296,17,2,0,2
1048392,17,2,2,0
519248,17,2,1,1
99456,17,2,0,2
122440,17,2,2,0
1303416,17,2,1,1
125176,17,2,2,0
398768,17,2,1,1
180504,17,2,2,0
131624,17,2,1,1
1162344,17,2,1,1
500944,17,2,2,0
5658376,17,2,1,1
171200,17,2,2,0
608456,17,2,0,2
104464,17,2,0,2
7964376,17,2,2,0
276440,17,2,0,2
468704,17,2,0,2
238272,17,2,1,1
2079376,17,2,2,0
3934672,17,2,0,2
151544,17,2,2,0
137128,17,2,0,2
2190584,17,2,0,2
1640112,17,2,2,0
3636152,17,2,0,2
161808,17,2,2,0
180280,17,2,0,2
2845080,17,2,1,1
1093840,17,2,1,1
537584,17,2,0,2
351576,17,2,1,1
1716792,17,2,1,1
331040,17,2,2,0
452472,17,2,1,1
795040,17,2,1,1
2569976,17,2,1,1
1908624,17,2,2,0
605656,17,2,1,1
781872,17,2,2,0
716344,17,2,1,1
2012648,17,2,1,1
684088,17,2,1,1
495096,17,2,1,1
1863600,17,2,2,0
951944,17,2,2,0
420320,17,2,1,1
245456,17,2,1,1
166096,17,2,0,2
738688,17,2,1,1
300744,17,2,1,1
5929424,17,2,0,2
211384,17,2,1,1
2260352,17,2,1,1
873040,17,2,2,0
6666448,17,2,2,0
359440,17,2,2,0
82400,17,2,2,0
659208,17,2,1,1
1963480,17,2,2,0
516720,17,2,1,1
692256,17,2,0,2
887136,17,2,1,1
947272,17,2,1,1
158648,17,2,1,1
296024,17,2,1,1
255296,17,2,2,0
1642592,17,2,2,0
2126448,17,2,2,0
2892856,17,2,1,1
451984,17,2,0,2
981080,17,2,0,2
3309128,17,2,1,1
1250384,17,2,2,0
1700152,17,2,2,0
330552,17,2,0,2
124392,17,2,1,1
280824,17,2,0,2
87736,17,2,2,0
1410696,17,2,1,1
1452424,17,2,1,1
268560,17,2,2,0
4328944,17,2,0,2
867608,17,2,2,0
241144,17,2,0,2
372384,17,2,1,1
119144,17,2,1,1
139224,17,2,1,1
3228992,17,2,2,0
1171608,17,2,2,0
536648,17,2,1,1
510104,17,2,1,1
440176,17,2,1,1
1189768,17,2,1,1
643064,17,2,2,0
203744,17,2,1,1
3710056,17,2,1,1
913968,17,2,1,1
549488,17,2,2,0
830792,17,2,0,2
8257992,17,2,2,0
1048368,17,2,0,2
2936320,17,2,1,1
323752,17,2,2,0
490632,17,2,1,1
470368,17,2,2,0
172120,17,2,1,1
200856,17,2,1,1
3806216,17,2,1,1
1734944,17,2,1,1
249768,17,2,0,2
5614352,17,2,2,0
775104,17,2,2,0
393736,17,2,1,1
1141392,17,2,1,1
214680,17,2,1,1
3729784,17,2,1,1
1026912,17,2,1,1
2139720,17,2,1,1
112208,17,2,0,2
285320,17,2,1,1
1581584,17,2,0,2
7860840,17,2,1,1
2732856,17,2,1,1
1009840,17,2,1,1
1053752,17,2,0,2
1131016,17,2,2,0
359960,17,2,1,1
235064,17,2,1,1
329920,17,2,0,2
327264,17,2,1,1
571064,17,2,1,1
591424,17,2,2,0
206720,17,2,2,0
66136,17,2,1,1
456400,17,2,1,1
726440,17,2,0,2
1404640,17,2,2,0
225880,17,2,0,2
1111632,17,2,1,1
269856,17,2,1,1
1061592,17,2,0,2
176400,17,2,1,1
433472,17,2,0,2
4892808,17,2,1,1
602560,17,2,2,0
298184,17,2,1,1
249056,17,2,1,1
242120,17,2,1,1
5334288,17,2,1,1
149840,17,2,1,1
2472072,17,2,2,0
1056096,17,2,2,0
1240696,17,2,1,1
1394976,17,2,1,1
856832,17,2,1,1
350168,17,2,0,2
3428104,17,2,0,2
5625856,17,2,1,1
296376,17,2,0,2
248776,17,2,1,1
162584,17,2,0,2
3290904,17,2,0,2
2507384,17,2,2,0
1483656,17,2,0,2
1678016,17,2,1,1
947552,17,2,1,1
2894288,17,2,2,0
7762264,17,2,0,2
1295120,17,2,0,2
2480224,17,2,1,1
56368,17,2,2,0
421144,17,2,2,0
884216,17,2,0,2
708088,17,2,1,1
905992,17,2,1,1
281904,17,2,1,1
259272,17,2,2,0
753488,17,2,1,1
329456,17,2,1,1
263992,17,2,2,0
997096,17,2,0,2
429936,17,2,2,0
918408,17,2,1,1
139888,17,2,1,1
1194616,17,2,1,1
68472,17,2,1,1
367600,17,2,0,2
382600,17,2,2,0
973896,17,2,1,1
2698320,17,2,1,1
1742536,17,2,0,2
271264,17,2,1,1
481512,17,2,0,2
627520,17,2,2,0
291384,17,2,0,2
523184,17,2,1,1
311536,17,2,2,0
3138560,17,2,1,1
143144,17,2,1,1
6141448,17,2,1,1
1060976,17,2,0,2
1230616,17,2,1,1
472304,17,2,2,0
828560,17,2,1,1
121464,17,2,2,0
1903392,17,2,1,1
539792,17,2,1,1
2675984,17,2,1,1
1202016,17,2,1,1
172768,17,2,1,1
239592,17,2,0,2
3280368,17,2,2,0
2483128,17,2,1,1
311272,17,2,1,1
127344,17,2,0,2
2928016,17,2,1,1
1284944,17,2,0,2
1875048,17,2,2,0
464360,17,2,0,2
1511536,17,2,1,1
363064,17,2,0,2
1350048,17,2,1,1
243624,17,2,1,1
109224,17,2,1,1
870880,17,2,1,1
539208,17,2,0,2
1050056,17,2,1,1
328688,17,2,1,1
937544,17,2,2,0
233744,17,2,0,2
4547776,17,2,1,1
522800,17,2,0,2
393240,17,2,1,1
2072456,17,2,1,1
555296,17,2,1,1
208592,17,2,0,2
330400,17,2,0,2
624800,17,2,1,1
161424,17,2,1,1
2382696,17,2,1,1
2513576,17,2,2,0
2544768,17,2,0,2
125256,17,2,2,0
270832,17,2,2,0
931816,17,2,1,1
794440,17,2,2,0
500552,17,2,1,1
327160,17,2,1,1
91496,17,2,1,1
301472,17,2,1,1
287944,17,2,1,1
753416,17,2,2,0
261032,17,2,2,0
845432,17,2,1,1
2971040,17,2,2,0
122632,17,2,1,1
299208,17,2,1,1
183976,17,2,2,0
446432,17,2,2,0
1644968,17,2,0,2
311608,17,2,1,1
3065592,17,2,2,0
92144,17,2,0,2
3370360,17,2,1,1
241672,17,2,1,1
1762544,17,2,0,2
211864,17,2,0,2
7984904,17,2,1,1
140048,17,2,1,1
258896,17,2,2,0
679944,17,2,0,2
2607576,17,2,1,1
279544,17,2,0,2
464008,17,2,2,0
189952,17,2,2,0
1716568,17,2,2,0
1809848,17,2,1,1
849184,17,2,2,0
4672784,17,2,0,2
343720,17,2,0,2
1823808,17,2,1,1
271912,17,2,1,1
242464,17,2,1,1
157520,17,2,1,1
2109248,17,2,2,0
342856,17,2,2,0
549520,17,2,0,2
135496,17,2,1,1
328552,17,2,1,1
799024,17,2,2,0
2235552,17,2,2,0
723560,17,2,1,1
249376,17,2,2,0
532448,17,2,2,0
197120,17,2,2,0
3706384,17,2,1,1
1140064,17,2,1,1
334664,17,2,0,2
561720,17,2,2,0
197344,17,2,0,2
144224,17,2,1,1
864712,17,2,1,1
1911896,17,2,1,1
7513296,17,2,1,1
2713480,17,2,2,0
240160,17,2,0,2
799352,17,2,0,2
219000,17,2,2,0
371720,17,2,2,0
2015792,17,2,2,0
910008,17,2,0,2
451200,17,2,0,2
1004248,17,2,0,2
194952,17,2,1,1
798000,17,2,1,1
177344,17,2,2,0
1608960,17,2,2,0
115408,17,2,2,0
485808,17,2,1,1
556736,17,2,1,1
377408,17,2,1,1
584664,17,2,1,1
664048,17,2,1,1
310520,17,2,2,0
3129472,17,2,0,2
518864,17,2,2,0
576128,17,2,1,1
1242168,17,2,2,0
354488,17,2,0,2
1283656,17,2,1,1
236024,17,2,2,0
675368,17,2,0,2
413640,17,2,1,1
1314160,17,2,2,0
3668848,17,2,2,0
148112,17,2,2,0
127136,17,2,1,1
133896,17,2,2,0
2163000,17,2,0,2
974872,17,2,0,2
228952,17,2,1,1
228848,17,2,2,0
1115760,17,2,2,0
518672,17,2,1,1
214008,17,2,0,2
6550208,17,2,1,1
1527992,17,2,1,1
1070360,17,2,1,1
121184,17,2,2,0
487864,17,2,0,2
4328152,17,2,1,1
194624,17,2,0,2
344360,17,2,1,1
1143120,17,2,0,2
482800,17,2,2,0
371872,17,2,0,2
3361304,17,2,1,1
159688,17,2,0,2
2956200,17,2,2,0
3467960,17,2,1,1
268152,17,2,2,0
133736,17,2,1,1
366888,17,2,1,1
221648,17,2,1,1
1249952,17,2,2,0
466312,17,2,2,0
2684176,17,2,1,1
473200,17,2,2,0
3261240,17,2,2,0
237200,17,2,1,1
417496,17,2,1,1
2098448,17,2,0,2
660224,17,2,2,0
1102392,17,2,1,1
7660024,17,2,1,1
486800,17,2,1,1
183840,17,2,0,2
519736,17,2,1,1
186600,17,2,1,1
189536,17,2,2,0
1047280,17,2,2,0
526448,17,2,1,1
1995152,17,2,1,1
387104,17,2,2,0
689816,17,2,0,2
291504,17,2,2,0
561488,17,2,1,1
562680,17,2,2,0
266072,17,2,1,1
944952,17,2,1,1
257728,17,2,1,1
336168,17,2,1,1
957960,17,2,1,1
133752,17,2,1,1
3212184,17,2,1,1
273584,17,2,0,2
2628696,17,2,1,1
195296,17,2,2,0
1307280,17,2,1,1
123496,17,2,1,1
327688,17,2,0,2
3706680,17,2,1,1
176600,17,2,2,0
1126000,17,2,1,1
785904,17,2,1,1
362272,17,2,1,1
1624968,17,2,1,1
281992,17,2,1,1
1239632,17,2,2,0
630664,17,2,2,0
51224,17,2,2,0
1053320,17,2,1,1
2273928,17,2,1,1
1698920,17,2,1,1
4916128,17,2,0,2
506144,17,2,2,0
7319584,17,2,2,0
624184,17,2,2,0
144992,17,2,1,1
987232,17,2,1,1
5803632,17,2,1,1
199856,17,2,2,0
256896,17,2,1,1
4934472,17,2,1,1
155472,17,2,1,1
1420928,17,2,2,0
241240,17,2,1,1
202704,17,2,1,1
2781328,17,2,1,1
281792,17,2,0,2
884696,17,2,1,1
1054264,17,2,0,2
2543920,17,2,1,1
799608,17,2,1,1
97424,17,2,2,0
181776,17,2,1,1
2806552,17,2,0,2
158952,17,2,1,1
124600,17,2,2,0
428360,17,2,1,1
190888,17,2,2,0
413944,17,2,1,1
596968,17,2,2,0
192232,17,2,1,1
1724184,17,2,1,1
675504,17,2,1,1
210768,17,2,2,0
611136,17,2,0,2
138240,17,2,1,1
214816,17,2,1,1
2551144,17,2,2,0
719328,17,2,1,1
544240,17,2,1,1
278080,17,2,2,0
662944,17,2,0,2
345464,17,2,1,1
149552,17,2,2,0
3831432,17,2,0,2
579056,17,2,0,2
2320264,17,2,1,1
244200,17,2,2,0
667720,17,2,0,2
1485496,17,2,2,0
4071632,17,2,2,0
8379688,17,2,1,1
130488,17,2,2,0
452216,17,2,0,2
2191776,17,2,2,0
1756976,17,2,1,1
437904,17,2,0,2
250832,17,2,1,1
315512,17,2,1,1
157488,17,2,2,0
1391584,17,2,0,2
2495576,17,2,2,0
113608,17,2,1,1
224128,17,2,1,1
332280,17,2,1,1
2015304,17,2,1,1
917824,17,2,0,2
1869608,17,2,1,1
360824,17,2,2,0
1162176,17,2,0,2
2603984,17,2,1,1
4437032,17,2,0,2
5104032,17,2,2,0
1458200,17,2,2,0
932712,17,2,1,1
616200,17,2,1,1
506112,17,2,1,1
655624,17,2,0,2
1179120,17,2,1,1
579856,17,2,1,1
1012640,17,2,1,1
354832,17,2,2,0
1015880,17,2,2,0
1297016,17,2,1,1
1140672,17,2,2,0
1621112,17,2,1,1
2215736,17,2,2,0
1916216,17,2,1,1
1010608,17,2,0,2
297784,17,2,1,1
162240,17,2,0,2
143272,17,2,0,2
608264,17,2,2,0
7006768,17,2,0,2
160808,17,2,1,1
1027912,17,2,1,1
511736,17,2,1,1
431736,17,2,1,1
1626856,17,2,1,1
589632,17,2,1,1
732384,17,2,1,1
614000,17,2,0,2
970376,17,2,1,1
902520,17,2,0,2
163800,17,2,1,1
1188448,17,2,0,2
119024,17,2,1,1
383336,17,2,1,1
204000,17,2,1,1
1989000,17,2,0,2
2576400,17,2,1,1
1051056,17,2,1,1
368000,17,2,1,1
376512,17,2,1,1
4259600,17,2,2,0
136104,17,2,2,0
257048,17,2,1,1
1685848,17,2,1,1
567328,17,2,1,1
2107968,17,2,2,0
353480,17,2,1,1
1276704,17,2,1,1
146176,17,2,1,1
4403664,17,2,2,0
290416,17,2,2,0
55088,17,2,1,1
154320,17,2,2,0
786920,17,2,0,2
125416,17,2,1,1
2926112,17,2,1,1
210336,17,2,1,1
1350208,17,2,0,2
79112,17,2,1,1
226912,17,2,0,2
1651776,17,2,1,1
8116904,17,2,1,1
1062760,17,2,1,1
557496,17,2,0,2
314912,17,2,1,1
192072,17,2,1,1
621464,17,2,1,1
577512,17,2,1,1
76816,17,2,1,1
219096,17,2,2,0
342832,17,2,1,1
1033832,17,2,1,1
2753096,17,2,1,1
167544,17,2,0,2
695880,17,2,1,1
450416,17,2,1,1
663000,17,2,1,1
279408,17,2,1,1
166888,17,2,0,2
1201888,17,2,1,1
102384,17,2,1,1
745320,17,2,0,2
365064,17,2,2,0
167192,17,2,0,2
193976,17,2,1,1
2907032,17,2,2,0
546408,17,2,0,2
427544,17,2,1,1
500920,17,2,1,1
709688,17,2,1,1
4361744,17,2,0,2
2017248,17,2,2,0
2915432,17,2,1,1
221680,17,2,1,1
576624,17,2,1,1
2431608,17,2,1,1
366640,17,2,1,1
1961736,17,2,0,2
330072,17,2,0,2
194152,17,2,1,1
655504,17,2,2,0
420160,17,2,2,0
129400,17,2,2,0
386248,17,2,2,0
261824,17,2,1,1
706168,17,2,0,2
40424,17,2,2,0
82448,17,2,1,1
571520,17,2,1,1
550784,17,2,1,1
2261952,17,2,0,2
78760,17,2,1,1
291920,17,2,2,0
2582912,17,2,1,1
3220288,17,2,1,1
681520,17,2,1,1
4583352,17,2,0,2
150480,17,2,2,0
1390032,17,2,1,1
276952,17,2,1,1
520096,17,2,2,0
79808,17,2,1,1
534136,17,2,1,1
1263176,17,2,1,1
877360,17,2,2,0
352048,17,2,2,0
126200,17,2,1,1
313776,17,2,2,0
441064,17,2,1,1
3690616,17,2,0,2
82176,17,2,2,0
850264,17,2,2,0
590840,17,2,1,1
1628232,17,2,1,1
1066392,17,2,0,2
3693648,17,2,1,1
134040,17,2,1,1
1494368,17,2,0,2
77960,17,2,1,1
95736,17,2,0,2
394736,17,2,1,1
2800408,17,2,2,0
227672,17,2,0,2
528144,17,2,1,1
293824,17,2,2,0
611328,17,2,2,0
370976,17,2,1,1
198288,17,2,2,0
1034304,17,2,1,1
5015728,17,2,1,1
872408,17,2,0,2
202368,17,2,2,0
182992,17,2,2,0
275704,17,2,1,1
741712,17,2,1,1
1988592,17,2,1,1
919304,17,2,1,1
692032,17,2,1,1
593704,17,2,2,0
581760,17,2,2,0
156952,17,2,2,0
1409792,17,2,0,2
478960,17,2,2,0
547872,17,2,1,1
992176,17,2,0,2
447944,17,2,0,2
773960,17,2,2,0
289448,17,2,2,0
243000,17,2,1,1
432928,17,2,0,2
1926928,17,2,1,1
690896,17,2,2,0
402776,17,2,2,0
160688,17,2,0,2
399680,17,2,1,1
384272,17,2,1,1
162248,17,2,1,1
186808,17,2,1,1
105632,17,2,1,1
438240,17,2,1,1
593896,17,2,2,0
460544,17,2,2,0
964128,17,2,1,1
866168,17,2,1,1
2661256,17,2,1,1
367224,17,2,1,1
94024,17,2,2,0
150368,17,2,2,0
169688,17,2,0,2
1025576,17,2,1,1
636368,17,2,1,1
4274112,17,2,2,0
47544,17,2,2,0
2633472,17,2,1,1
1606288,17,2,1,1
564824,17,2,1,1
3421144,17,2,1,1
237600,17,2,1,1
1011768,17,2,0,2
1867176,17,2,2,0
268928,17,2,1,1
134512,17,2,1,1
1436080,17,2,1,1
725656,17,2,2,0
274696,17,2,0,2
3200272,17,2,1,1
304744,17,2,1,1
142064,17,2,1,1
721552,17,2,0,2
744960,17,2,2,0
721064,17,2,1,1
871584,17,2,1,1
455056,17,2,1,1
963280,17,2,0,2
973128,17,2,1,1
287096,17,2,0,2
1442504,17,2,1,1
227944,17,2,1,1
6092224,17,2,1,1
795464,17,2,1,1
615512,17,2,0,2
133152,17,2,1,1
359000,17,2,1,1
134632,17,2,2,0
5498744,17,2,0,2
313416,17,2,1,1
488560,17,2,0,2
311904,17,2,1,1
218840,17,2,1,1
2012168,17,2,2,0
308648,17,2,2,0
1643720,17,2,1,1
5311944,17,2,1,1
983296,17,2,0,2
520200,17,2,2,0
1006032,17,2,1,1
6294864,17,2,1,1
7324456,17,2,0,2
375680,17,2,1,1
724760,17,2,2,0
1934528,17,2,1,1
448776,17,2,2,0
876152,17,2,2,0
812760,17,2,1,1
201456,17,2,1,1
1603184,17,2,0,2
4213696,17,2,1,1
3289560,17,2,1,1
922888,17,2,1,1
289072,17,2,1,1
514104,17,2,0,2
230216,17,2,1,1
2810936,17,2,1,1
691368,17,2,1,1
281224,17,2,1,1
1360848,17,2,1,1
112536,17,2,1,1
1324568,17,2,1,1
2182616,17,2,2,0
390304,17,2,1,1
1464712,17,2,1,1
4664648,17,2,1,1
209896,17,2,2,0
1285600,17,2,0,2
132912,17,2,1,1
208192,17,2,2,0
425944,17,2,0,2
583664,17,2,0,2
222616,17,2,1,1
390864,17,2,1,1
2713296,17,2,2,0
277744,17,2,0,2
299472,17,2,2,0
757944,17,2,1,1
3020520,17,2,0,2
914296,17,2,2,0
3664408,17,2,1,1
827064,17,2,1,1
731328,17,2,2,0
387664,17,2,2,0
459736,17,2,1,1
939824,17,2,0,2
960128,17,2,1,1
465096,17,2,0,2
5513816,17,2,1,1
1388680,17,2,1,1
1968336,17,2,2,0
398912,17,2,1,1
504224,17,2,1,1
295736,17,2,0,2
762152,17,2,1,1
82392,17,2,1,1
1213816,17,2,2,0
1644560,17,2,1,1
1114368,17,2,0,2
1225616,17,2,1,1
1198792,17,2,0,2
1751896,17,2,1,1
1435168,17,2,1,1
2503072,17,2,2,0
505896,17,2,1,1
394320,17,2,1,1
216416,17,2,2,0
1324256,17,2,1,1
1779048,17,2,1,1
325256,17,2,2,0
291592,17,2,1,1
1161272,17,2,1,1
372280,17,2,1,1
385136,17,2,1,1
2525688,17,2,0,2
1123360,17,2,1,1
886432,17,2,1,1
563464,17,2,1,1
424368,17,2,1,1
539360,17,2,2,0
831264,17,2,1,1
1516936,17,2,2,0
348264,17,2,2,0
482864,17,2,1,1
212624,17,2,1,1
1171952,17,2,1,1
331640,17,2,1,1
708904,17,2,2,0
179760,17,2,2,0
927424,17,2,1,1
2124960,17,2,1,1
951776,17,2,1,1
1668960,17,2,0,2
1406448,17,2,1,1
567072,17,2,1,1
2240920,17,2,0,2
896064,17,2,2,0
471032,17,2,1,1
4734456,17,2,0,2
128816,17,2,1,1
1106696,17,2,0,2
1886736,17,2,1,1
185960,17,2,2,0
6820896,17,2,2,0
345248,17,2,2,0
80312,17,2,2,0
247144,17,2,1,1
2894696,17,2,0,2
893736,17,2,2,0
727160,17,2,1,1
1178872,17,2,0,2
104672,17,2,2,0
145368,17,2,1,1
1685776,17,2,1,1
287904,17,2,2,0
562856,17,2,2,0
195568,17,2,2,0
2119256,17,2,1,1
1664272,17,2,1,1
237376,17,2,1,1
1010120,17,2,1,1
7462112,17,2,0,2
866016,17,2,1,1
317848,17,2,1,1
344104,17,2,0,2
128024,17,2,0,2
992024,17,2,1,1
181608,17,2,2,0
283376,17,2,1,1
666864,17,2,1,1
2101864,17,2,1,1
7618664,17,2,1,1
706040,17,2,0,2
499784,17,2,1,1
108864,17,2,1,1
1243752,17,2,0,2
420040,17,2,0,2
1533824,17,2,1,1
1484544,17,2,1,1
232512,17,2,1,1
4596408,17,2,0,2
533376,17,2,1,1
241064,17,2,1,1
130368,17,2,1,1
915272,17,2,0,2
251224,17,2,0,2
3335968,17,2,2,0
1947144,17,2,1,1
395776,17,2,0,2
301312,17,2,1,1
900568,17,2,2,0
797824,17,2,0,2
992504,17,2,1,1
1143888,17,2,1,1
1412248,17,2,2,0
289656,17,2,0,2
341712,17,2,0,2
1577240,17,2,1,1
132800,17,2,0,2
278216,17,2,2,0
1578560,17,2,0,2
525928,17,2,1,1
4937968,17,2,2,0
1006848,17,2,1,1
1263152,17,2,1,1
58096,17,2,2,0
1511976,17,2,0,2
411856,17,2,0,2
127312,17,2,2,0
722552,17,2,2,0
618512,17,2,1,1
1803488,17,2,0,2
466936,17,2,2,0
135664,17,2,2,0
784808,17,2,1,1
217448,17,2,0,2
684128,17,2,2,0
659120,17,2,1,1
2673800,17,2,1,1
962344,17,2,1,1
270232,17,2,2,0
1563768,17,2,2,0
226824,17,2,1,1
355472,17,2,2,0
534592,17,2,1,1
312584,17,2,0,2
148080,17,2,2,0
476904,17,2,1,1
256576,17,2,1,1
818024,17,2,1,1
931808,17,2,0,2
559608,17,2,0,2
1939552,17,2,0,2
273552,17,2,0,2
908648,17,2,1,1
189136,17,2,0,2
1686464,17,2,0,2
392840,17,2,0,2
1448328,17,2,1,1
143920,17,2,0,2
4023216,17,2,0,2
1531544,17,2,1,1
298256,17,2,0,2
85808,17,2,1,1
7937968,17,2,2,0
711272,17,2,1,1
756768,17,2,1,1
3098616,17,2,1,1
428104,17,2,1,1
1255752,17,2,0,2
6108088,17,2,0,2
2937880,17,2,1,1
2512208,17,2,0,2
5477464,17,2,1,1
1491976,17,2,1,1
388224,17,2,1,1
3983800,17,2,1,1
915144,17,2,1,1
1276136,17,2,0,2
5752152,17,2,0,2
498928,17,2,1,1
523736,17,2,0,2
491768,17,2,1,1
4579160,17,2,2,0
960384,17,2,1,1
709416,17,2,2,0
5779248,17,2,0,2
2134464,17,2,0,2
1855576,17,2,2,0
2977072,17,2,2,0
734464,17,2,2,0
333712,17,2,0,2
6295808,17,2,0,2
102576,17,2,0,2
633896,18,2,0,2
4555408,18,2,1,1
332208,18,2,1,1
810104,18,2,2,0
2909440,18,2,0,2
501640,18,2,0,2
540240,18,2,2,0
493792,18,2,1,1
420632,18,2,1,1
786296,18,2,0,2
706008,18,2,1,1
472672,18,2,0,2
482480,18,2,2,0
494320,18,2,2,0
5527920,18,2,1,1
303376,18,2,2,0
865664,18,2,1,1
991672,18,2,1,1
305440,18,2,2,0
255664,18,2,0,2
339848,18,2,0,2
152104,18,2,2,0
1237496,18,2,1,1
484872,18,2,2,0
388968,18,2,2,0
454088,18,2,1,1
272768,18,2,1,1
1914808,18,2,0,2
84928,18,2,0,2
5012088,18,2,2,0
147256,18,2,1,1
7541608,18,2,2,0
1629968,18,2,0,2
253456,18,2,2,0
1405616,18,2,0,2
265584,18,2,1,1
84304,18,2,2,0
607256,18,2,2,0
339840,18,2,1,1
4745464,18,2,2,0
2232680,18,2,1,1
420408,18,2,1,1
2076744,18,2,2,0
221880,18,2,0,2
951744,18,2,1,1
481416,18,2,1,1
245528,18,2,1,1
187232,18,2,2,0
314472,18,2,2,0
242080,18,2,1,1
555984,18,2,1,1
221248,18,2,1,1
872928,18,2,0,2
97472,18,2,2,0
4363616,18,2,1,1
2007600,18,2,1,1
1312440,18,2,1,1
654200,18,2,0,2
1222240,18,2,2,0
382320,18,2,2,0
3134448,18,2,1,1
368544,18,2,0,2
5201792,18,2,0,2
5931216,18,2,2,0
200328,18,2,1,1
1959256,18,2,2,0
1641008,18,2,2,0
563712,18,2,0,2
531520,18,2,1,1
5192536,18,2,0,2
590800,18,2,1,1
588496,18,2,1,1
236584,18,2,0,2
744344,18,2,1,1
7594816,18,2,2,0
1107728,18,2,2,0
249840,18,2,1,1
255416,18,2,2,0
138208,18,2,0,2
68248,18,2,0,2
551448,18,2,2,0
2948440,18,2,0,2
1213440,18,2,1,1
459080,18,2,0,2
8277464,18,2,1,1
572976,18,2,1,1
1391672,18,2,1,1
229040,18,2,2,0
147640,18,2,0,2
1852032,18,2,0,2
